Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
59	HMGCLL1	54511	0.9733	0.0001	3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1
60	ENAH	55740	0.9683	0.0008	enabled homolog (Drosophila)
61	FAM13C	220965	0.9683	0.0001	family with sequence similarity 13, member C
62	LOC440934	440934	0.9667	1.0000	uncharacterized LOC440934
63	SYNPO2	171024	0.9667	0.0047	synaptopodin 2
64	LOC100128893	100128893	0.9660	0.0002	uncharacterized LOC100128893
65	MPDZ	8777	0.9650	0.0089	multiple PDZ domain protein
66	C12ORF63	374467	0.9650	1.0000	chromosome 12 open reading frame 63
67	LAMB1	3912	0.9633	0.0028	laminin, beta 1
68	KTN1-AS1	100129075	0.9633	1.0000	KTN1 antisense RNA 1 (non-protein coding)
69	HEY2	23493	0.9617	0.0000	hairy/enhancer-of-split related with YRPW motif 2
70	ENPEP	2028	0.9617	0.0000	glutamyl aminopeptidase (aminopeptidase A)
71	ANTXR1	84168	0.9600	0.0029	anthrax toxin receptor 1
72	CCBE1	147372	0.9600	0.0004	collagen and calcium binding EGF domains 1
73	PCDH18	54510	0.9583	0.0041	protocadherin 18
74	C1QTNF7	114905	0.9567	0.0010	C1q and tumor necrosis factor related protein 7
75	LOC339524	339524	0.9550	0.0006	uncharacterized LOC339524
76	LONRF2	164832	0.9550	0.0008	LON peptidase N-terminal domain and ring finger 2
77	ZDHHC15	158866	0.9533	0.0000	zinc finger, DHHC-type containing 15
78	THSD4	79875	0.9517	0.0014	thrombospondin, type I, domain containing 4
79	TCEAL7	56849	0.9500	0.0010	transcription elongation factor A (SII)-like 7
80	FRMD6	122786	0.9483	0.0057	FERM domain containing 6
81	TANC1	85461	0.9467	0.0011	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
82	ROR1	4919	0.9467	0.0005	receptor tyrosine kinase-like orphan receptor 1
83	EPHA3	2042	0.9467	0.0007	EPH receptor A3
84	CPE	1363	0.9450	0.0028	carboxypeptidase E
85	ADAMTS9	56999	0.9433	0.0004	ADAM metallopeptidase with thrombospondin type 1 motif, 9
86	ASXL3	80816	0.9383	0.0034	additional sex combs like 3 (Drosophila)
87	CDH11	1009	0.9383	0.0084	cadherin 11, type 2, OB-cadherin (osteoblast)
88	PRKD1	5587	0.9333	0.0039	protein kinase D1
89	FAT4	79633	0.9300	0.0075	FAT tumor suppressor homolog 4 (Drosophila)
90	LRRN4CL	221091	0.9300	0.0021	LRRN4 C-terminal like
91	ANGPTL5	253935	0.9275	1.0000	angiopoietin-like 5
92	LINC00597	81698	0.9240	0.0024	long intergenic non-protein coding RNA 597
93	LTBP2	4053	0.9220	0.0190	latent transforming growth factor beta binding protein 2
94	COL3A1	1281	0.9217	0.0072	collagen, type III, alpha 1
95	NOSTRIN	115677	0.9217	0.0007	nitric oxide synthase trafficker
96	FAM25A	643161	0.9200	1.0000	family with sequence similarity 25, member A
97	SHANK3	85358	0.9167	0.0031	SH3 and multiple ankyrin repeat domains 3
98	PTPRB	5787	0.9167	0.0036	protein tyrosine phosphatase, receptor type, B
99	PDLIM3	27295	0.9167	0.0004	PDZ and LIM domain 3
100	PTPRG	5793	0.9150	0.0007	protein tyrosine phosphatase, receptor type, G
101	SLC22A3	6581	0.9133	0.0000	solute carrier family 22 (extraneuronal monoamine transporter), member 3
102	CC2D2A	57545	0.9133	0.0020	coiled-coil and C2 domain containing 2A
103	PLCE1	51196	0.9133	0.0006	phospholipase C, epsilon 1
104	MECOM	2122	0.9117	0.0004	MDS1 and EVI1 complex locus
105	RHOJ	57381	0.9100	0.0155	ras homolog family member J
106	PDGFRA	5156	0.9083	0.0061	platelet-derived growth factor receptor, alpha polypeptide
107	BCHE	590	0.9067	0.0002	butyrylcholinesterase
108	FAM162B	221303	0.9067	0.0008	family with sequence similarity 162, member B
109	THAP10	56906	0.9050	0.0015	THAP domain containing 10
110	SH3D19	152503	0.9050	0.0060	SH3 domain containing 19
111	MIR143HG	728264	0.9020	0.0122	MIR143 host gene (non-protein coding)
112	FREM3	166752	0.9017	0.0000	FRAS1 related extracellular matrix 3
113	PARVA	55742	0.9000	0.0116	parvin, alpha
114	RASSF6	166824	0.8983	0.0002	Ras association (RalGDS/AF-6) domain family member 6
115	BMPR1B	658	0.8950	0.0015	bone morphogenetic protein receptor, type IB
116	SULF1	23213	0.8950	0.0075	sulfatase 1
117	CLCA2	9635	0.8933	0.0019	chloride channel accessory 2
118	PCDHGA3	56112	0.8925	1.0000	protocadherin gamma subfamily A, 3
119	FGD5	152273	0.8917	0.0025	FYVE, RhoGEF and PH domain containing 5
120	HAPLN1	1404	0.8917	0.0004	hyaluronan and proteoglycan link protein 1
121	SGCD	6444	0.8900	0.0245	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)
122	OSBPL6	114880	0.8867	0.0001	oxysterol binding protein-like 6
123	AGBL4	84871	0.8850	1.0000	ATP/GTP binding protein-like 4
124	LRRIQ1	84125	0.8850	1.0000	leucine-rich repeats and IQ motif containing 1
125	GATA6	2627	0.8850	0.0002	GATA binding protein 6
126	OSR1	130497	0.8850	0.0001	odd-skipped related 1 (Drosophila)
127	PLEKHH2	130271	0.8833	0.0048	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
128	SHROOM3	57619	0.8817	0.0008	shroom family member 3
129	LIFR	3977	0.8817	0.0015	leukemia inhibitory factor receptor alpha
130	CYP3A5	1577	0.8783	0.0016	cytochrome P450, family 3, subfamily A, polypeptide 5
131	CYYR1	116159	0.8783	0.0034	cysteine/tyrosine-rich 1
132	TIMP3	7078	0.8767	0.0109	TIMP metallopeptidase inhibitor 3
133	LRCH2	57631	0.8767	0.0013	leucine-rich repeats and calponin homology (CH) domain containing 2
134	ANK2	287	0.8767	0.0036	ankyrin 2, neuronal
135	CHL1	10752	0.8767	0.0004	cell adhesion molecule with homology to L1CAM (close homolog of L1)
136	LARP6	55323	0.8750	0.0051	La ribonucleoprotein domain family, member 6
137	TMEM200B	399474	0.8750	0.0001	transmembrane protein 200B
138	COL6A6	131873	0.8750	0.0000	collagen, type VI, alpha 6
139	DCLK1	9201	0.8733	0.0025	doublecortin-like kinase 1
140	KDR	3791	0.8733	0.0015	kinase insert domain receptor (a type III receptor tyrosine kinase)
141	ANKRD18DP	348840	0.8733	1.0000	ankyrin repeat domain 18D, pseudogene
142	FAM26E	254228	0.8733	0.0030	family with sequence similarity 26, member E
143	SLC44A3	126969	0.8700	0.0008	solute carrier family 44, member 3
144	C6ORF141	135398	0.8675	1.0000	chromosome 6 open reading frame 141
145	COL13A1	1305	0.8667	0.0021	collagen, type XIII, alpha 1
146	NHSL1	57224	0.8660	0.0005	NHS-like 1
147	SOX9	6662	0.8650	0.0013	SRY (sex determining region Y)-box 9
148	KAL1	3730	0.8633	0.0003	Kallmann syndrome 1 sequence
149	LOC100128922	100128922	0.8633	1.0000	connexin
150	NDNF	79625	0.8600	0.0004	neuron-derived neurotrophic factor
151	PLN	5350	0.8600	0.0032	phospholamban
152	GDF6	392255	0.8600	1.0000	growth differentiation factor 6
153	EPCAM	4072	0.8533	0.0018	epithelial cell adhesion molecule
154	RGS5	8490	0.8483	0.0094	regulator of G-protein signaling 5
155	SNTG2	54221	0.8483	0.0002	syntrophin, gamma 2
156	LOC727916	727916	0.8467	1.0000	uncharacterized LOC727916
157	BAI3	577	0.8467	0.0015	brain-specific angiogenesis inhibitor 3
158	LOH12CR2	503693	0.8420	0.0012	loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)
159	FAM189A2	9413	0.8417	0.0020	family with sequence similarity 189, member A2
160	LCA5	167691	0.8417	0.0096	Leber congenital amaurosis 5
161	KIAA1211	57482	0.8400	0.0006	KIAA1211
162	PRKAA2	5563	0.8400	0.0021	protein kinase, AMP-activated, alpha 2 catalytic subunit
163	C3ORF70	285382	0.8400	0.0008	chromosome 3 open reading frame 70
164	SLC16A9	220963	0.8400	0.0003	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)
165	SGIP1	84251	0.8383	0.0022	SH3-domain GRB2-like (endophilin) interacting protein 1
166	ANO3	63982	0.8383	0.0001	anoctamin 3
167	CNRIP1	25927	0.8383	0.0057	cannabinoid receptor interacting protein 1
168	ABCA8	10351	0.8383	0.0048	ATP-binding cassette, sub-family A (ABC1), member 8
169	FKBP7	51661	0.8350	0.0098	FK506 binding protein 7
170	ZNF300P1	134466	0.8340	0.0003	zinc finger protein 300 pseudogene 1
171	OLFML3	56944	0.8333	0.0123	olfactomedin-like 3
172	IL17RD	54756	0.8333	0.0020	interleukin 17 receptor D
173	NBPF15	284565	0.8333	1.0000	neuroblastoma breakpoint family, member 15
174	PCDHB18	54660	0.8300	0.0001	protocadherin beta 18 pseudogene
175	CYP39A1	51302	0.8300	0.0004	cytochrome P450, family 39, subfamily A, polypeptide 1
176	MEOX2	4223	0.8300	0.0004	mesenchyme homeobox 2
177	GBP7	388646	0.8300	1.0000	guanylate binding protein 7
178	FAM92A1	137392	0.8300	0.0012	family with sequence similarity 92, member A1
179	POSTN	10631	0.8300	0.0053	periostin, osteoblast specific factor
180	SEMA5A	9037	0.8283	0.0056	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
181	RERG	85004	0.8283	0.0013	RAS-like, estrogen-regulated, growth inhibitor
182	ZNF323	64288	0.8283	0.0003	zinc finger protein 323
183	MET	4233	0.8267	0.0065	met proto-oncogene (hepatocyte growth factor receptor)
184	SOX2-OT	347689	0.8267	1.0000	SOX2 overlapping transcript (non-protein coding)
185	FOXF2	2295	0.8267	0.0015	forkhead box F2
186	RAPGEF2	9693	0.8260	0.0204	Rap guanine nucleotide exchange factor (GEF) 2
187	FLT1	2321	0.8260	0.0017	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
188	CAV2	858	0.8250	0.0141	caveolin 2
189	TCEAL3	85012	0.8250	0.0016	transcription elongation factor A (SII)-like 3
190	MYLK	4638	0.8250	0.0106	myosin light chain kinase
191	NEGR1	257194	0.8250	0.0027	neuronal growth regulator 1
192	LINC00340	401237	0.8233	0.0027	long intergenic non-protein coding RNA 340
193	DPP6	1804	0.8233	0.0037	dipeptidyl-peptidase 6
194	FMO3	2328	0.8217	0.0004	flavin containing monooxygenase 3
195	PDGFRL	5157	0.8200	0.0016	platelet-derived growth factor receptor-like
196	RAPGEF5	9771	0.8180	0.0007	Rap guanine nucleotide exchange factor (GEF) 5
197	FAM228B	375190	0.8175	1.0000	family with sequence similarity 228, member B
198	NRXN3	9369	0.8167	0.0008	neurexin 3
199	LNX1	84708	0.8167	0.0005	ligand of numb-protein X 1, E3 ubiquitin protein ligase
200	NAP1L1	4673	0.8150	0.0258	nucleosome assembly protein 1-like 1
201	OR5T2	219464	0.8150	1.0000	olfactory receptor, family 5, subfamily T, member 2
202	BMPER	168667	0.8150	0.0002	BMP binding endothelial regulator
203	COL4A6	1288	0.8150	0.0018	collagen, type IV, alpha 6
204	PRRG1	5638	0.8133	0.0056	proline rich Gla (G-carboxyglutamic acid) 1
205	FERMT2	10979	0.8133	0.0186	fermitin family member 2
206	C12ORF70	341346	0.8125	1.0000	chromosome 12 open reading frame 70
207	NAV3	89795	0.8117	0.0070	neuron navigator 3
208	INTU	27152	0.8117	0.0030	inturned planar cell polarity effector homolog (Drosophila)
209	KIAA1549	57670	0.8100	0.0030	KIAA1549
210	CSRNP3	80034	0.8083	0.0034	cysteine-serine-rich nuclear protein 3
211	NTN4	59277	0.8083	0.0050	netrin 4
212	CNKSR3	154043	0.8083	0.0001	CNKSR family member 3
213	CRISPLD1	83690	0.8050	0.0021	cysteine-rich secretory protein LCCL domain containing 1
214	LOC285768	285768	0.8050	0.0069	uncharacterized LOC285768
215	LOXL4	84171	0.8033	0.0030	lysyl oxidase-like 4
216	KDELC1	79070	0.8033	0.0037	KDEL (Lys-Asp-Glu-Leu) containing 1
217	HEPN1	641654	0.8033	1.0000	hepatocellular carcinoma, down-regulated 1
218	PZP	5858	0.8033	0.0256	pregnancy-zone protein
219	CCDC113	29070	0.8033	0.0015	coiled-coil domain containing 113
220	SHANK2	22941	0.8033	0.0080	SH3 and multiple ankyrin repeat domains 2
221	LOC145757	145757	0.8033	1.0000	uncharacterized LOC145757
222	NEURL1B	54492	0.8020	0.0011	neuralized homolog 1B (Drosophila)
223	LHFP	10186	0.8017	0.0199	lipoma HMGIC fusion partner
224	ARHGAP44	9912	0.8000	0.0007	Rho GTPase activating protein 44
225	MAGI2	9863	0.8000	0.0036	membrane associated guanylate kinase, WW and PDZ domain containing 2
226	FZD6	8323	0.8000	0.0056	frizzled family receptor 6
227	PLCXD3	345557	0.8000	0.0012	phosphatidylinositol-specific phospholipase C, X domain containing 3
228	GPR125	166647	0.8000	0.0026	G protein-coupled receptor 125
229	TUSC3	7991	0.7983	0.0018	tumor suppressor candidate 3
230	LPHN2	23266	0.7983	0.0014	latrophilin 2
231	SLITRK6	84189	0.7967	0.0006	SLIT and NTRK-like family, member 6
232	TMEM232	642987	0.7967	0.0004	transmembrane protein 232
233	KIAA1456	57604	0.7967	0.0037	KIAA1456
234	MXI1	4601	0.7967	0.0083	MAX interactor 1
235	ISCU	23479	0.7950	0.0168	iron-sulfur cluster scaffold homolog (E. coli)
236	COBL	23242	0.7950	0.0024	cordon-bleu homolog (mouse)
237	CDO1	1036	0.7950	0.0025	cysteine dioxygenase, type I
238	SFRP1	6422	0.7933	0.0027	secreted frizzled-related protein 1
239	GNG12	55970	0.7933	0.0142	guanine nucleotide binding protein (G protein), gamma 12
240	ESRRG	2104	0.7933	0.0054	estrogen-related receptor gamma
241	LINC00341	79686	0.7900	0.0028	long intergenic non-protein coding RNA 341
242	CLPSL2	389383	0.7900	1.0000	colipase-like 2
243	HSPA12A	259217	0.7883	0.0041	heat shock 70kDa protein 12A
244	EYA4	2070	0.7883	0.0006	eyes absent homolog 4 (Drosophila)
245	MIPOL1	145282	0.7883	0.0016	mirror-image polydactyly 1
246	FAM20B	9917	0.7867	0.0039	family with sequence similarity 20, member B
247	SCAND3	114821	0.7867	0.0005	SCAN domain containing 3
248	ST6GALNAC5	81849	0.7850	0.0011	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
249	TMEM108	66000	0.7850	0.0023	transmembrane protein 108
250	BMP5	653	0.7850	0.0013	bone morphogenetic protein 5
251	PPM1A	5494	0.7850	0.0347	protein phosphatase, Mg2+/Mn2+ dependent, 1A
252	ZAK	51776	0.7850	0.0033	sterile alpha motif and leucine zipper containing kinase AZK
253	MMP7	4316	0.7850	0.0010	matrix metallopeptidase 7 (matrilysin, uterine)
254	SLC16A12	387700	0.7850	1.0000	solute carrier family 16, member 12 (monocarboxylic acid transporter 12)
255	FAP	2191	0.7850	0.0170	fibroblast activation protein, alpha
256	ROBO1	6091	0.7833	0.0015	roundabout, axon guidance receptor, homolog 1 (Drosophila)
257	RELN	5649	0.7833	0.0010	reelin
258	DPPA3	359787	0.7833	1.0000	developmental pluripotency associated 3
259	PTPN20B	26095	0.7833	1.0000	protein tyrosine phosphatase, non-receptor type 20B
260	NPEPL1	79716	0.7820	0.0281	aminopeptidase-like 1
261	PLCB4	5332	0.7817	0.0007	phospholipase C, beta 4
262	IGFBP7	3490	0.7817	0.0246	insulin-like growth factor binding protein 7
263	FILIP1	27145	0.7817	0.0023	filamin A interacting protein 1
264	TMEM178A	130733	0.7817	0.0026	transmembrane protein 178A
265	LOX	4015	0.7800	0.0136	lysyl oxidase
266	HNF1A-AS1	283460	0.7800	1.0000	HNF1A antisense RNA 1 (non-protein coding)
267	OSMR	9180	0.7783	0.0150	oncostatin M receptor
268	LEPR	3953	0.7783	0.0168	leptin receptor
269	CTTNBP2	83992	0.7767	0.0002	cortactin binding protein 2
270	SGCG	6445	0.7767	0.0005	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)
271	LAMA2	3908	0.7767	0.0089	laminin, alpha 2
272	PDZRN4	29951	0.7767	0.0008	PDZ domain containing ring finger 4
273	EPAS1	2034	0.7767	0.0186	endothelial PAS domain protein 1
274	PTPN21	11099	0.7767	0.0173	protein tyrosine phosphatase, non-receptor type 21
275	PCDHB10	56126	0.7750	0.0034	protocadherin beta 10
276	GIPC2	54810	0.7750	0.0008	GIPC PDZ domain containing family, member 2
277	GPX8	493869	0.7750	0.0179	glutathione peroxidase 8 (putative)
278	FRAS1	80144	0.7733	0.0017	Fraser syndrome 1
279	YAP1	10413	0.7733	0.0070	Yes-associated protein 1
280	CNTNAP3	79937	0.7725	1.0000	contactin associated protein-like 3
281	PABPC4L	132430	0.7720	0.0017	poly(A) binding protein, cytoplasmic 4-like
282	SYNDIG1	79953	0.7717	0.0034	synapse differentiation inducing 1
283	UIMC1	51720	0.7717	0.0050	ubiquitin interaction motif containing 1
284	MATN2	4147	0.7717	0.0035	matrilin 2
285	AGR3	155465	0.7717	0.0004	anterior gradient 3 homolog (Xenopus laevis)
286	ARHGEF10	9639	0.7700	0.0059	Rho guanine nucleotide exchange factor (GEF) 10
287	SEPP1	6414	0.7700	0.0161	selenoprotein P, plasma, 1
288	SHC4	399694	0.7700	0.0008	SHC (Src homology 2 domain containing) family, member 4
289	FAM154B	283726	0.7700	1.0000	family with sequence similarity 154, member B
290	KLHL29	114818	0.7700	0.0011	kelch-like 29 (Drosophila)
291	TMEM200A	114801	0.7700	0.0019	transmembrane protein 200A
292	TPTE2P1	646405	0.7667	1.0000	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1
293	HYMAI	57061	0.7667	0.0063	hydatidiform mole associated and imprinted (non-protein coding)
294	UACA	55075	0.7667	0.0079	uveal autoantigen with coiled-coil domains and ankyrin repeats
295	BNC2	54796	0.7667	0.0190	basonuclin 2
296	ID4	3400	0.7667	0.0025	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
297	TUSC1	286319	0.7667	0.0004	tumor suppressor candidate 1
298	PCDHB5	26167	0.7667	0.0004	protocadherin beta 5
299	PDZD2	23037	0.7667	0.0012	PDZ domain containing 2
300	BEND6	221336	0.7667	0.0020	BEN domain containing 6
301	ITIH5	80760	0.7650	0.0084	inter-alpha-trypsin inhibitor heavy chain family, member 5
302	MAPK10	5602	0.7650	0.0137	mitogen-activated protein kinase 10
303	COLEC11	78989	0.7633	0.0001	collectin sub-family member 11
304	C1ORF81	647215	0.7633	1.0000	chromosome 1 open reading frame 81
305	PDE1A	5136	0.7633	0.0066	phosphodiesterase 1A, calmodulin-dependent
306	SBSPON	157869	0.7633	0.0003	somatomedin B and thrombospondin, type 1 domain containing
307	MUM1L1	139221	0.7633	0.0004	melanoma associated antigen (mutated) 1-like 1
308	PPP2R3A	5523	0.7617	0.0117	protein phosphatase 2, regulatory subunit B, alpha
309	DCN	1634	0.7617	0.0419	decorin
310	KALRN	8997	0.7600	0.0148	kalirin, RhoGEF kinase
311	ZNF415	55786	0.7600	0.0025	zinc finger protein 415
312	SNX7	51375	0.7600	0.0124	sorting nexin 7
313	CYP4B1	1580	0.7600	0.0015	cytochrome P450, family 4, subfamily B, polypeptide 1
314	GPR64	10149	0.7583	0.0003	G protein-coupled receptor 64
315	STOX2	56977	0.7567	0.0029	storkhead box 2
316	LIMCH1	22998	0.7567	0.0086	LIM and calponin homology domains 1
317	F3	2152	0.7567	0.0069	coagulation factor III (thromboplastin, tissue factor)
318	ADAMTS19	171019	0.7567	0.0001	ADAM metallopeptidase with thrombospondin type 1 motif, 19
319	COL4A3	1285	0.7567	0.0030	collagen, type IV, alpha 3 (Goodpasture antigen)
320	LOC100128682	100128682	0.7567	1.0000	uncharacterized LOC100128682
321	SRCIN1	80725	0.7550	0.0083	SRC kinase signaling inhibitor 1
322	APBB2	323	0.7550	0.0071	amyloid beta (A4) precursor protein-binding, family B, member 2
323	FRZB	2487	0.7550	0.0077	frizzled-related protein
324	DPT	1805	0.7550	0.0228	dermatopontin
325	MYO5B	4645	0.7533	0.0044	myosin VB
326	CNN3	1266	0.7533	0.0099	calponin 3, acidic
327	GSTA5	221357	0.7525	1.0000	glutathione S-transferase alpha 5
328	HYDIN	54768	0.7517	0.0192	HYDIN, axonemal central pair apparatus protein
329	PAPPA	5069	0.7517	0.0201	pregnancy-associated plasma protein A, pappalysin 1
330	C1QTNF3	114899	0.7517	0.0053	C1q and tumor necrosis factor related protein 3
331	CTNNAL1	8727	0.7500	0.0083	catenin (cadherin-associated protein), alpha-like 1
332	DNALI1	7802	0.7500	0.0025	dynein, axonemal, light intermediate chain 1
333	ANO1	55107	0.7500	0.0009	anoctamin 1, calcium activated chloride channel
334	CP	1356	0.7483	0.0022	ceruloplasmin (ferroxidase)
335	AHNAK2	113146	0.7483	0.0117	AHNAK nucleoprotein 2
336	PPARGC1A	10891	0.7483	0.0013	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
337	BPIFB3	359710	0.7475	1.0000	BPI fold containing family B, member 3
338	CFHR4	10877	0.7475	1.0000	complement factor H-related 4
339	IL33	90865	0.7467	0.0035	interleukin 33
340	PTPN14	5784	0.7467	0.0062	protein tyrosine phosphatase, non-receptor type 14
341	C8ORF48	157773	0.7460	0.0011	chromosome 8 open reading frame 48
342	CALD1	800	0.7450	0.0389	caldesmon 1
343	TMEM229A	730130	0.7450	1.0000	transmembrane protein 229A
344	C7	730	0.7450	0.0098	complement component 7
345	PCDH17	27253	0.7450	0.0098	protocadherin 17
346	WDR26	80232	0.7433	0.0632	WD repeat domain 26
347	SFRP4	6424	0.7417	0.0132	secreted frizzled-related protein 4
348	EDNRA	1909	0.7400	0.0170	endothelin receptor type A
349	KBTBD11	9920	0.7383	0.0007	kelch repeat and BTB (POZ) domain containing 11
350	FOXP2	93986	0.7367	0.0033	forkhead box P2
351	RNF11	26994	0.7367	0.0718	ring finger protein 11
352	LRFN5	145581	0.7367	0.0033	leucine rich repeat and fibronectin type III domain containing 5
353	PCDHB16	57717	0.7350	0.0013	protocadherin beta 16
354	DNAH7	56171	0.7350	0.0164	dynein, axonemal, heavy chain 7
355	TRHDE	29953	0.7350	0.0006	thyrotropin-releasing hormone degrading enzyme
356	SSX8	280659	0.7350	1.0000	synovial sarcoma, X breakpoint 8
357	NFASC	23114	0.7350	0.0115	neurofascin
358	RGNEF	64283	0.7333	0.0036	190 kDa guanine nucleotide exchange factor
359	ENOX1	55068	0.7333	0.0004	ecto-NOX disulfide-thiol exchanger 1
360	C9ORF129	445577	0.7333	1.0000	chromosome 9 open reading frame 129
361	DCLK2	166614	0.7333	0.0037	doublecortin-like kinase 2
362	RNF32	140545	0.7333	0.0003	ring finger protein 32
363	DCDC1	341019	0.7325	1.0000	doublecortin domain containing 1
364	LINC00261	140828	0.7320	0.0022	long intergenic non-protein coding RNA 261
365	YSK4	80122	0.7317	0.0008	YSK4 Sps1/Ste20-related kinase homolog (S. cerevisiae)
366	LRRC49	54839	0.7317	0.0118	leucine rich repeat containing 49
367	AFAP1L1	134265	0.7317	0.0029	actin filament associated protein 1-like 1
368	ZNF566	84924	0.7300	0.0255	zinc finger protein 566
369	SLC6A1	6529	0.7300	0.0012	solute carrier family 6 (neurotransmitter transporter, GABA), member 1
370	IRX2	153572	0.7300	0.0005	iroquois homeobox 2
371	SLC15A2	6565	0.7267	0.0027	solute carrier family 15 (H+/peptide transporter), member 2
