Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
58	ZCCHC24	219654	1.8222	0.0078	zinc finger, CCHC domain containing 24
59	PLK2	10769	1.8218	0.0003	polo-like kinase 2
60	KCTD10	83892	1.8213	0.0022	potassium channel tetramerisation domain containing 10
61	TUBA1A	7846	1.8197	0.0019	tubulin, alpha 1a
62	GLT8D2	83468	1.8179	0.0087	glycosyltransferase 8 domain containing 2
63	TRAM2	9697	1.8040	0.0006	translocation associated membrane protein 2
64	STX2	2054	1.8037	0.0003	syntaxin 2
65	CAV2	858	1.8024	0.0055	caveolin 2
66	PCDH18	54510	1.8019	0.0039	protocadherin 18
67	AEBP1	165	1.7928	0.0044	AE binding protein 1
68	COL1A1	1277	1.7901	0.0073	collagen, type I, alpha 1
69	SLC16A7	9194	1.7861	0.0001	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)
70	TMEM43	79188	1.7858	0.0050	transmembrane protein 43
71	SPARC	6678	1.7854	0.0118	secreted protein, acidic, cysteine-rich (osteonectin)
72	SCLT1	132320	1.7843	0.0039	sodium channel and clathrin linker 1
73	SLFN12	55106	1.7804	0.0008	schlafen family member 12
74	KIAA1715	80856	1.7789	0.0056	KIAA1715
75	ARHGEF10	9639	1.7753	0.0011	Rho guanine nucleotide exchange factor (GEF) 10
76	DOPEY1	23033	1.7695	0.0036	dopey family member 1
77	ABCA8	10351	1.7681	0.0018	ATP-binding cassette, sub-family A (ABC1), member 8
78	ANGPT1	284	1.7640	0.0015	angiopoietin 1
79	ITSN1	6453	1.7620	0.0016	intersectin 1 (SH3 domain protein)
80	FRY	10129	1.7592	0.0015	furry homolog (Drosophila)
81	HEPH	9843	1.7488	0.0001	hephaestin
82	PRSS23	11098	1.7485	0.0016	protease, serine, 23
83	SYNE1	23345	1.7458	0.0034	spectrin repeat containing, nuclear envelope 1
84	PDGFRA	5156	1.7422	0.0047	platelet-derived growth factor receptor, alpha polypeptide
85	SLC2A10	81031	1.7358	0.0021	solute carrier family 2 (facilitated glucose transporter), member 10
86	PXDN	7837	1.7349	0.0029	peroxidasin homolog (Drosophila)
87	FKBP7	51661	1.7336	0.0051	FK506 binding protein 7
88	GNE	10020	1.7287	0.0002	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
89	ARSJ	79642	1.7279	0.0020	arylsulfatase family, member J
90	ZNF25	219749	1.7249	0.0250	zinc finger protein 25
91	WWC2	80014	1.7209	0.0015	WW and C2 domain containing 2
92	LRRC17	10234	1.7126	0.0005	leucine rich repeat containing 17
93	ISLR	3671	1.7108	0.0056	immunoglobulin superfamily containing leucine-rich repeat
94	ANTXR2	118429	1.7101	0.0081	anthrax toxin receptor 2
95	PRKD3	23683	1.7040	0.0048	protein kinase D3
96	ARHGAP29	9411	1.7031	0.0016	Rho GTPase activating protein 29
97	ZNF23	7571	1.6983	0.0023	zinc finger protein 23
98	SLC10A7	84068	1.6942	0.0009	solute carrier family 10 (sodium/bile acid cotransporter family), member 7
99	PIK3R1	5295	1.6911	0.0026	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)
100	CETN3	1070	1.6898	0.0393	centrin, EF-hand protein, 3
101	ANKMY2	57037	1.6898	0.0043	ankyrin repeat and MYND domain containing 2
102	TMEM45A	55076	1.6887	0.0024	transmembrane protein 45A
103	PHACTR2	9749	1.6883	0.0014	phosphatase and actin regulator 2
104	SEPT11	55752	1.6829	0.0045	septin 11
105	SMARCA2	6595	1.6825	0.0093	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
106	EPB41L2	2037	1.6817	0.0009	erythrocyte membrane protein band 4.1-like 2
107	LRRC49	54839	1.6810	0.0036	leucine rich repeat containing 49
108	COL3A1	1281	1.6806	0.0082	collagen, type III, alpha 1
109	SENP7	57337	1.6788	0.0294	SUMO1/sentrin specific peptidase 7
110	ANKRD13A	88455	1.6775	0.0026	ankyrin repeat domain 13A
111	LAMA2	3908	1.6751	0.0027	laminin, alpha 2
112	CDK6	1021	1.6750	0.0022	cyclin-dependent kinase 6
113	LINC00340	401237	1.6748	0.0009	long intergenic non-protein coding RNA 340
114	ATP8B1	5205	1.6722	0.0006	ATPase, aminophospholipid transporter, class I, type 8B, member 1
115	PIGN	23556	1.6721	0.0026	phosphatidylinositol glycan anchor biosynthesis, class N
116	LIMA1	51474	1.6703	0.0032	LIM domain and actin binding 1
117	C1QTNF7	114905	1.6668	0.0018	C1q and tumor necrosis factor related protein 7
118	CNPY4	245812	1.6655	0.0026	canopy 4 homolog (zebrafish)
119	DCN	1634	1.6642	0.0235	decorin
120	DDR2	4921	1.6634	0.0088	discoidin domain receptor tyrosine kinase 2
121	NEGR1	257194	1.6622	0.0012	neuronal growth regulator 1
122	LIPA	3988	1.6596	0.0200	lipase A, lysosomal acid, cholesterol esterase
123	KIF3A	11127	1.6592	0.0038	kinesin family member 3A
124	GSTM5	2949	1.6564	0.0099	glutathione S-transferase mu 5
125	LDHA	3939	1.6554	0.0068	lactate dehydrogenase A
126	KDELC1	79070	1.6540	0.0023	KDEL (Lys-Asp-Glu-Leu) containing 1
127	DPY19L4	286148	1.6485	0.0404	dpy-19-like 4 (C. elegans)
128	RASA1	5921	1.6479	0.0373	RAS p21 protein activator (GTPase activating protein) 1
129	VGLL3	389136	1.6469	0.0044	vestigial like 3 (Drosophila)
130	MYH10	4628	1.6422	0.0056	myosin, heavy chain 10, non-muscle
131	MARVELD1	83742	1.6397	0.0060	MARVEL domain containing 1
132	ZHX1	11244	1.6393	0.0058	zinc fingers and homeoboxes 1
133	DYNC1LI2	1783	1.6375	0.0099	dynein, cytoplasmic 1, light intermediate chain 2
134	SETD7	80854	1.6333	0.0036	SET domain containing (lysine methyltransferase) 7
135	SLC35A1	10559	1.6328	0.0309	solute carrier family 35 (CMP-sialic acid transporter), member A1
136	ZFP90	146198	1.6315	0.0215	zinc finger protein 90 homolog (mouse)
137	TUBB6	84617	1.6314	0.0107	tubulin, beta 6 class V
138	ZEB1	6935	1.6312	0.0133	zinc finger E-box binding homeobox 1
139	DENND2A	27147	1.6284	0.0028	DENN/MADD domain containing 2A
140	TAGLN	6876	1.6282	0.0108	transgelin
141	FSCN1	6624	1.6236	0.0049	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)
142	TSHZ3	57616	1.6235	0.0068	teashirt zinc finger homeobox 3
143	KAT2B	8850	1.6231	0.0109	K(lysine) acetyltransferase 2B
144	ZBTB20	26137	1.6221	0.0243	zinc finger and BTB domain containing 20
145	PLAGL1	5325	1.6214	0.0011	pleiomorphic adenoma gene-like 1
146	PARVA	55742	1.6208	0.0147	parvin, alpha
147	LOC344595	344595	1.6203	0.0003	uncharacterized LOC344595
148	TRPC1	7220	1.6158	0.0206	transient receptor potential cation channel, subfamily C, member 1
149	MATN3	4148	1.6157	0.0001	matrilin 3
150	LATS2	26524	1.6105	0.0101	LATS, large tumor suppressor, homolog 2 (Drosophila)
151	PAPSS2	9060	1.6094	0.0017	3-phosphoadenosine 5-phosphosulfate synthase 2
152	PRELP	5549	1.6093	0.0372	proline/arginine-rich end leucine-rich repeat protein
153	PEAR1	375033	1.6074	0.0029	platelet endothelial aggregation receptor 1
154	GRK5	2869	1.6056	0.0011	G protein-coupled receptor kinase 5
155	ZFP1	162239	1.6022	0.0151	zinc finger protein 1 homolog (mouse)
156	CALD1	800	1.6020	0.0220	caldesmon 1
157	CYR61	3491	1.6009	0.0105	cysteine-rich, angiogenic inducer, 61
158	PDZRN3	23024	1.6001	0.0008	PDZ domain containing ring finger 3
159	SUN1	23353	1.5985	0.0091	Sad1 and UNC84 domain containing 1
160	PLIN3	10226	1.5933	0.0141	perilipin 3
161	TMEM204	79652	1.5911	0.0031	transmembrane protein 204
162	SESN1	27244	1.5898	0.0030	sestrin 1
163	RNF11	26994	1.5880	0.0413	ring finger protein 11
164	ALKBH8	91801	1.5879	0.0069	alkB, alkylation repair homolog 8 (E. coli)
165	MYO1B	4430	1.5875	0.0043	myosin IB
166	C14ORF37	145407	1.5866	0.0003	chromosome 14 open reading frame 37
167	ACTA2	59	1.5834	0.0103	actin, alpha 2, smooth muscle, aorta
168	BBIP1	92482	1.5805	0.0282	BBSome interacting protein 1
169	TMEM47	83604	1.5788	0.0109	transmembrane protein 47
170	FAM228B	375190	1.5774	1.0000	family with sequence similarity 228, member B
171	LDB2	9079	1.5755	0.0070	LIM domain binding 2
172	INSIG2	51141	1.5732	0.0152	insulin induced gene 2
173	RPS6KB1	6198	1.5730	0.0033	ribosomal protein S6 kinase, 70kDa, polypeptide 1
174	SEC23A	10484	1.5720	0.0593	Sec23 homolog A (S. cerevisiae)
175	TMEM87B	84910	1.5717	0.0296	transmembrane protein 87B
176	SMARCA1	6594	1.5696	0.0132	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
177	APC	324	1.5696	0.0133	adenomatous polyposis coli
178	RNF145	153830	1.5696	0.0007	ring finger protein 145
179	TAOK3	51347	1.5692	0.0052	TAO kinase 3
180	TWSG1	57045	1.5674	0.0188	twisted gastrulation homolog 1 (Drosophila)
181	OLFML3	56944	1.5640	0.0130	olfactomedin-like 3
182	MPRIP	23164	1.5613	0.0020	myosin phosphatase Rho interacting protein
183	GIT2	9815	1.5588	0.0078	G protein-coupled receptor kinase interacting ArfGAP 2
184	FAM26E	254228	1.5564	0.0047	family with sequence similarity 26, member E
185	DOCK4	9732	1.5544	0.0059	dedicator of cytokinesis 4
186	PPIP5K2	23262	1.5503	0.0439	diphosphoinositol pentakisphosphate kinase 2
187	DOCK1	1793	1.5482	0.0069	dedicator of cytokinesis 1
188	ZNF45	7596	1.5480	0.0238	zinc finger protein 45
189	FGD6	55785	1.5449	0.0017	FYVE, RhoGEF and PH domain containing 6
190	FAM188A	80013	1.5353	0.0175	family with sequence similarity 188, member A
191	STIM2	57620	1.5350	0.0016	stromal interaction molecule 2
192	SYTL2	54843	1.5316	0.0027	synaptotagmin-like 2
193	NXN	64359	1.5291	0.0025	nucleoredoxin
194	ELTD1	64123	1.5276	0.0081	EGF, latrophilin and seven transmembrane domain containing 1
195	ARRDC4	91947	1.5267	0.0016	arrestin domain containing 4
196	CNRIP1	25927	1.5260	0.0063	cannabinoid receptor interacting protein 1
197	PABPC5	140886	1.5239	0.0000	poly(A) binding protein, cytoplasmic 5
198	C20ORF194	25943	1.5238	0.0183	chromosome 20 open reading frame 194
199	NAP1L3	4675	1.5202	0.0066	nucleosome assembly protein 1-like 3
200	CEP290	80184	1.5201	0.0141	centrosomal protein 290kDa
201	USP47	55031	1.5173	0.0381	ubiquitin specific peptidase 47
202	IRS1	3667	1.5144	0.0009	insulin receptor substrate 1
203	SRPX2	27286	1.5136	0.0046	sushi-repeat containing protein, X-linked 2
204	NME7	29922	1.5133	0.0089	NME/NM23 family member 7
205	SGMS1	259230	1.5131	0.0208	sphingomyelin synthase 1
206	ZHX3	23051	1.5122	0.0030	zinc fingers and homeoboxes 3
207	KIAA1377	57562	1.5088	0.0092	KIAA1377
208	EHBP1	23301	1.5083	0.0074	EH domain binding protein 1
209	POLR3GL	84265	1.5056	0.0291	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like
210	EXTL2	2135	1.5053	0.0112	exostoses (multiple)-like 2
211	PPM1K	152926	1.5052	0.0027	protein phosphatase, Mg2+/Mn2+ dependent, 1K
212	SH3D19	152503	1.5049	0.0110	SH3 domain containing 19
213	SNAI2	6591	1.5044	0.0076	snail homolog 2 (Drosophila)
214	CHN1	1123	1.5033	0.0033	chimerin (chimaerin) 1
215	MTMR10	54893	1.5003	0.0012	myotubularin related protein 10
216	LRRN4CL	221091	1.4999	0.0084	LRRN4 C-terminal like
217	CBX1	10951	1.4988	0.0060	chromobox homolog 1
218	TRIM5	85363	1.4980	0.0039	tripartite motif containing 5
219	NID2	22795	1.4951	0.0068	nidogen 2 (osteonidogen)
220	MAMLD1	10046	1.4922	0.0020	mastermind-like domain containing 1
221	CYB5B	80777	1.4920	0.0109	cytochrome b5 type B (outer mitochondrial membrane)
222	GLT8D1	55830	1.4910	0.0524	glycosyltransferase 8 domain containing 1
223	TRIB2	28951	1.4891	0.0009	tribbles homolog 2 (Drosophila)
224	MR1	3140	1.4886	0.0142	major histocompatibility complex, class I-related
225	DPY19L1	23333	1.4836	0.0060	dpy-19-like 1 (C. elegans)
226	PCDHB3	56132	1.4834	0.0001	protocadherin beta 3
227	TRIM2	23321	1.4826	0.0060	tripartite motif containing 2
228	PGM5	5239	1.4819	0.0060	phosphoglucomutase 5
229	ARHGAP19	84986	1.4803	0.0110	Rho GTPase activating protein 19
230	LPIN1	23175	1.4793	0.0010	lipin 1
231	RGMB	285704	1.4787	0.0004	RGM domain family, member B
232	LBR	3930	1.4784	0.0211	lamin B receptor
233	RSPRY1	89970	1.4761	0.0046	ring finger and SPRY domain containing 1
234	LRCH2	57631	1.4751	0.0030	leucine-rich repeats and calponin homology (CH) domain containing 2
235	TMEM173	340061	1.4748	0.0097	transmembrane protein 173
236	LAMC1	3915	1.4741	0.0213	laminin, gamma 1 (formerly LAMB2)
237	MTMR6	9107	1.4733	0.0529	myotubularin related protein 6
238	TXNDC5	81567	1.4703	0.0028	thioredoxin domain containing 5 (endoplasmic reticulum)
239	KATNAL1	84056	1.4700	0.0124	katanin p60 subunit A-like 1
240	TBC1D4	9882	1.4685	0.0012	TBC1 domain family, member 4
241	KIT	3815	1.4685	0.0009	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
242	FAM63B	54629	1.4660	0.0028	family with sequence similarity 63, member B
243	FZD2	2535	1.4650	0.0045	frizzled family receptor 2
244	NAP1L5	266812	1.4632	0.0036	nucleosome assembly protein 1-like 5
245	SIDT2	51092	1.4617	0.0214	SID1 transmembrane family, member 2
246	SMAD5	4090	1.4616	0.0169	SMAD family member 5
247	EFHA2	286097	1.4613	0.0118	EF-hand domain family, member A2
248	PDE5A	8654	1.4604	0.0138	phosphodiesterase 5A, cGMP-specific
249	ZNF280D	54816	1.4600	0.0620	zinc finger protein 280D
250	MON2	23041	1.4595	0.0547	MON2 homolog (S. cerevisiae)
251	RB1	5925	1.4588	0.0244	retinoblastoma 1
252	RCAN2	10231	1.4578	0.0099	regulator of calcineurin 2
253	NDN	4692	1.4574	0.0030	necdin homolog (mouse)
254	FAM172A	83989	1.4523	0.0276	family with sequence similarity 172, member A
255	CCP110	9738	1.4500	0.0138	centriolar coiled coil protein 110kDa
256	UFSP2	55325	1.4481	0.0211	UFM1-specific peptidase 2
257	FHL2	2274	1.4467	0.0061	four and a half LIM domains 2
258	NT5C2	22978	1.4449	0.0059	5-nucleotidase, cytosolic II
259	LYSMD3	116068	1.4445	0.0794	LysM, putative peptidoglycan-binding, domain containing 3
260	GAB1	2549	1.4444	0.0208	GRB2-associated binding protein 1
261	CTNNAL1	8727	1.4444	0.0059	catenin (cadherin-associated protein), alpha-like 1
262	STAMBPL1	57559	1.4438	0.0047	STAM binding protein-like 1
263	ABI3BP	25890	1.4437	0.0066	ABI family, member 3 (NESH) binding protein
264	PTMA	5757	1.4435	0.0053	prothymosin, alpha
265	PCNXL4	64430	1.4422	0.0982	pecanex-like 4 (Drosophila)
266	BTBD3	22903	1.4420	0.0057	BTB (POZ) domain containing 3
267	TMCO3	55002	1.4414	0.0143	transmembrane and coiled-coil domains 3
268	ZC3H7A	29066	1.4400	0.0245	zinc finger CCCH-type containing 7A
269	ANXA2	302	1.4388	0.0212	annexin A2
270	NSF	4905	1.4333	0.0196	N-ethylmaleimide-sensitive factor
271	ADAM10	102	1.4331	0.0492	ADAM metallopeptidase domain 10
272	LUM	4060	1.4326	0.0134	lumican
273	RAB2B	84932	1.4307	0.0071	RAB2B, member RAS oncogene family
274	IKBKAP	8518	1.4304	0.0351	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
275	PDLIM5	10611	1.4302	0.0086	PDZ and LIM domain 5
276	AKIP1	56672	1.4300	0.0031	A kinase (PRKA) interacting protein 1
277	LGALS1	3956	1.4300	0.0350	lectin, galactoside-binding, soluble, 1
278	KBTBD7	84078	1.4290	0.0213	kelch repeat and BTB (POZ) domain containing 7
279	DMD	1756	1.4287	0.0026	dystrophin
280	VCAN	1462	1.4276	0.0121	versican
281	WDR41	55255	1.4274	0.0037	WD repeat domain 41
282	HPS5	11234	1.4272	0.0190	Hermansky-Pudlak syndrome 5
283	TGFB1I1	7041	1.4262	0.0312	transforming growth factor beta 1 induced transcript 1
284	NEK7	140609	1.4259	0.0647	NIMA (never in mitosis gene a)-related kinase 7
285	MED1	5469	1.4246	0.0276	mediator complex subunit 1
286	DENND1B	163486	1.4242	0.0027	DENN/MADD domain containing 1B
287	COL12A1	1303	1.4225	0.0175	collagen, type XII, alpha 1
288	VAMP4	8674	1.4224	0.0264	vesicle-associated membrane protein 4
289	KDELR3	11015	1.4220	0.0163	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
290	FAM126B	285172	1.4210	0.0515	family with sequence similarity 126, member B
291	BIVM	54841	1.4207	0.0129	basic, immunoglobulin-like variable motif containing
292	ZNF415	55786	1.4195	0.0020	zinc finger protein 415
293	AIDA	64853	1.4185	0.0290	axin interactor, dorsalization associated
294	ITGAV	3685	1.4177	0.0701	integrin, alpha V
295	MOXD1	26002	1.4165	0.0078	monooxygenase, DBH-like 1
296	NAV3	89795	1.4157	0.0103	neuron navigator 3
297	APPL2	55198	1.4130	0.0121	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2
298	MEF2C	4208	1.4127	0.0116	myocyte enhancer factor 2C
299	FZD7	8324	1.4112	0.0034	frizzled family receptor 7
300	JAM3	83700	1.4110	0.0067	junctional adhesion molecule 3
301	IBTK	25998	1.4107	0.0849	inhibitor of Bruton agammaglobulinemia tyrosine kinase
302	PCNX	22990	1.4100	0.0175	pecanex homolog (Drosophila)
303	EFEMP2	30008	1.4098	0.0515	EGF containing fibulin-like extracellular matrix protein 2
304	UTRN	7402	1.4089	0.0132	utrophin
305	SEPT7	989	1.4062	0.0449	septin 7
306	CCDC80	151887	1.4039	0.0290	coiled-coil domain containing 80
307	TMEM131	23505	1.4030	0.0124	transmembrane protein 131
308	TAX1BP3	30851	1.4030	0.0101	Tax1 (human T-cell leukemia virus type I) binding protein 3
309	C18ORF54	162681	1.4000	0.0244	chromosome 18 open reading frame 54
310	MXRA7	439921	1.3999	0.0151	matrix-remodelling associated 7
311	S100A10	6281	1.3998	0.0145	S100 calcium binding protein A10
312	CAPZA1	829	1.3982	0.0306	capping protein (actin filament) muscle Z-line, alpha 1
313	MAPRE2	10982	1.3958	0.0023	microtubule-associated protein, RP/EB family, member 2
314	CTGF	1490	1.3952	0.0168	connective tissue growth factor
315	LCOR	84458	1.3946	0.0461	ligand dependent nuclear receptor corepressor
316	TTC3	7267	1.3942	0.0557	tetratricopeptide repeat domain 3
317	RSU1	6251	1.3898	0.0236	Ras suppressor protein 1
318	EOGT	285203	1.3888	0.0295	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
319	MAP3K5	4217	1.3886	0.0070	mitogen-activated protein kinase kinase kinase 5
320	PIGK	10026	1.3853	0.0877	phosphatidylinositol glycan anchor biosynthesis, class K
321	SASH1	23328	1.3853	0.0134	SAM and SH3 domain containing 1
322	PHKB	5257	1.3839	0.0669	phosphorylase kinase, beta
323	NR2F2	7026	1.3828	0.0076	nuclear receptor subfamily 2, group F, member 2
324	TNKS	8658	1.3818	0.0264	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
325	C15ORF29	79768	1.3809	0.0042	chromosome 15 open reading frame 29
326	PAG1	55824	1.3802	0.0056	phosphoprotein associated with glycosphingolipid microdomains 1
327	ATXN10	25814	1.3787	0.0232	ataxin 10
328	HERC1	8925	1.3787	0.0497	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
329	SUSD1	64420	1.3779	0.0039	sushi domain containing 1
330	CHST15	51363	1.3753	0.0060	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
331	TLE4	7091	1.3751	0.0046	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)
332	CCDC50	152137	1.3746	0.0116	coiled-coil domain containing 50
333	MIB1	57534	1.3732	0.0991	mindbomb E3 ubiquitin protein ligase 1
334	TACC1	6867	1.3728	0.0175	transforming, acidic coiled-coil containing protein 1
335	KANK2	25959	1.3709	0.0175	KN motif and ankyrin repeat domains 2
336	C11ORF70	85016	1.3683	0.0026	chromosome 11 open reading frame 70
337	EFEMP1	2202	1.3672	0.0197	EGF containing fibulin-like extracellular matrix protein 1
338	BBS4	585	1.3668	0.0126	Bardet-Biedl syndrome 4
339	PREP	5550	1.3663	0.0051	prolyl endopeptidase
340	AMOTL2	51421	1.3641	0.0056	angiomotin like 2
341	SLFN11	91607	1.3635	0.0081	schlafen family member 11
342	SRR	63826	1.3635	0.0072	serine racemase
343	APCDD1	147495	1.3623	0.0016	adenomatosis polyposis coli down-regulated 1
344	ROBO1	6091	1.3622	0.0026	roundabout, axon guidance receptor, homolog 1 (Drosophila)
345	IPW	3653	1.3618	0.0140	imprinted in Prader-Willi syndrome (non-protein coding)
346	COL6A3	1293	1.3617	0.0174	collagen, type VI, alpha 3
347	UBTD2	92181	1.3615	0.0135	ubiquitin domain containing 2
348	UACA	55075	1.3614	0.0100	uveal autoantigen with coiled-coil domains and ankyrin repeats
349	ENG	2022	1.3604	0.0390	endoglin
350	GPAM	57678	1.3602	0.0128	glycerol-3-phosphate acyltransferase, mitochondrial
351	C12ORF23	90488	1.3586	0.0501	chromosome 12 open reading frame 23
352	HEG1	57493	1.3578	0.0328	HEG homolog 1 (zebrafish)
353	SSBP2	23635	1.3568	0.0128	single-stranded DNA binding protein 2
354	EXT2	2132	1.3557	0.0181	exostosin 2
355	NDNF	79625	1.3535	0.0030	neuron-derived neurotrophic factor
356	CAV1	857	1.3528	0.0190	caveolin 1, caveolae protein, 22kDa
357	LMO7	4008	1.3507	0.0037	LIM domain 7
358	CHST7	56548	1.3503	0.0010	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7
359	RBMS2	5939	1.3503	0.0144	RNA binding motif, single stranded interacting protein 2
360	KIAA1841	84542	1.3501	0.0122	KIAA1841
361	STK17A	9263	1.3488	0.0143	serine/threonine kinase 17a
362	PTRF	284119	1.3480	0.0490	polymerase I and transcript release factor
363	SPIN4	139886	1.3476	0.0149	spindlin family, member 4
364	ARHGAP18	93663	1.3470	0.0160	Rho GTPase activating protein 18
365	TIMP2	7077	1.3464	0.0449	TIMP metallopeptidase inhibitor 2
366	ABCA11P	79963	1.3462	0.0015	ATP-binding cassette, sub-family A (ABC1), member 11, pseudogene
367	C21ORF7	56911	1.3460	0.0018	chromosome 21 open reading frame 7
368	PRSS35	167681	1.3460	0.0003	protease, serine, 35
369	TOR1B	27348	1.3455	0.0110	torsin family 1, member B (torsin B)
370	IGFBP7	3490	1.3449	0.0311	insulin-like growth factor binding protein 7
371	TSPYL4	23270	1.3438	0.0229	TSPY-like 4
372	GAS6	2621	1.3432	0.0302	growth arrest-specific 6
373	RAC1	5879	1.3431	0.0278	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
374	KIDINS220	57498	1.3424	0.0916	kinase D-interacting substrate, 220kDa
375	SREK1IP1	285672	1.3400	0.0140	SREK1-interacting protein 1
376	TMX3	54495	1.3394	0.0992	thioredoxin-related transmembrane protein 3
