Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
88	PCOLCE	5118	1.0273	0.0094	procollagen C-endopeptidase enhancer
89	ARSJ	79642	1.0240	0.0020	arylsulfatase family, member J
90	ADAMTS1	9510	1.0237	0.0007	ADAM metallopeptidase with thrombospondin type 1 motif, 1
91	IGFBP7	3490	1.0229	0.0091	insulin-like growth factor binding protein 7
92	CDH13	1012	1.0229	0.0003	cadherin 13, H-cadherin (heart)
93	PDGFRB	5159	1.0222	0.0130	platelet-derived growth factor receptor, beta polypeptide
94	FBLN5	10516	1.0209	0.0040	fibulin 5
95	CPED1	79974	1.0208	0.0016	cadherin-like and PC-esterase domain containing 1
96	DPYD	1806	1.0208	0.0124	dihydropyrimidine dehydrogenase
97	EDNRA	1909	1.0170	0.0031	endothelin receptor type A
98	C1S	716	1.0140	0.0114	complement component 1, s subcomponent
99	TNC	3371	1.0127	0.0031	tenascin C
100	GNG12	55970	1.0111	0.0071	guanine nucleotide binding protein (G protein), gamma 12
101	SULF1	23213	1.0091	0.0067	sulfatase 1
102	FERMT2	10979	1.0069	0.0115	fermitin family member 2
103	FKBP14	55033	1.0057	0.0033	FK506 binding protein 14, 22 kDa
104	ARHGAP29	9411	1.0027	0.0017	Rho GTPase activating protein 29
105	GNG11	2791	1.0026	0.0044	guanine nucleotide binding protein (G protein), gamma 11
106	EBF1	1879	1.0006	0.0029	early B-cell factor 1
107	SGCE	8910	0.9994	0.0040	sarcoglycan, epsilon
108	FAP	2191	0.9994	0.0074	fibroblast activation protein, alpha
109	FIBIN	387758	0.9945	0.0044	fin bud initiation factor homolog (zebrafish)
110	PAPPA	5069	0.9945	0.0060	pregnancy-associated plasma protein A, pappalysin 1
111	BMPR2	659	0.9938	0.0213	bone morphogenetic protein receptor, type II (serine/threonine kinase)
112	PSD3	23362	0.9930	0.0014	pleckstrin and Sec7 domain containing 3
113	CTGF	1490	0.9926	0.0054	connective tissue growth factor
114	NID1	4811	0.9903	0.0062	nidogen 1
115	TMEM45A	55076	0.9859	0.0030	transmembrane protein 45A
116	DSE	29940	0.9829	0.0133	dermatan sulfate epimerase
117	UACA	55075	0.9823	0.0019	uveal autoantigen with coiled-coil domains and ankyrin repeats
118	DLC1	10395	0.9796	0.0044	deleted in liver cancer 1
119	PRSS23	11098	0.9701	0.0029	protease, serine, 23
120	PXDN	7837	0.9693	0.0053	peroxidasin homolog (Drosophila)
121	C12ORF23	90488	0.9687	0.0202	chromosome 12 open reading frame 23
122	EFEMP2	30008	0.9674	0.0287	EGF containing fibulin-like extracellular matrix protein 2
123	SRPX	8406	0.9674	0.0072	sushi-repeat containing protein, X-linked
124	SRPX2	27286	0.9656	0.0025	sushi-repeat containing protein, X-linked 2
125	IGFBP6	3489	0.9653	0.0058	insulin-like growth factor binding protein 6
126	TGFBI	7045	0.9649	0.0068	transforming growth factor, beta-induced, 68kDa
127	PKD2	5311	0.9643	0.0215	polycystic kidney disease 2 (autosomal dominant)
128	ANGPT1	284	0.9642	0.0035	angiopoietin 1
129	COLEC12	81035	0.9637	0.0020	collectin sub-family member 12
130	AXL	558	0.9635	0.0132	AXL receptor tyrosine kinase
131	IL6ST	3572	0.9628	0.0160	interleukin 6 signal transducer (gp130, oncostatin M receptor)
132	ATP10D	57205	0.9623	0.0125	ATPase, class V, type 10D
133	TIMP3	7078	0.9608	0.0109	TIMP metallopeptidase inhibitor 3
134	NEGR1	257194	0.9602	0.0014	neuronal growth regulator 1
135	POSTN	10631	0.9602	0.0041	periostin, osteoblast specific factor
136	HTRA1	5654	0.9559	0.0205	HtrA serine peptidase 1
137	C1R	715	0.9543	0.0149	complement component 1, r subcomponent
138	TANC1	85461	0.9535	0.0031	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
139	GPR124	25960	0.9528	0.0180	G protein-coupled receptor 124
140	KANK2	25959	0.9525	0.0078	KN motif and ankyrin repeat domains 2
141	TBC1D8B	54885	0.9501	0.0047	TBC1 domain family, member 8B (with GRAM domain)
142	IL1R1	3554	0.9495	0.0062	interleukin 1 receptor, type I
143	NID2	22795	0.9493	0.0039	nidogen 2 (osteonidogen)
144	PID1	55022	0.9489	0.0006	phosphotyrosine interaction domain containing 1
145	THBS2	7058	0.9475	0.0073	thrombospondin 2
146	MAP1B	4131	0.9427	0.0087	microtubule-associated protein 1B
147	ZCCHC24	219654	0.9426	0.0151	zinc finger, CCHC domain containing 24
148	FNDC3B	64778	0.9418	0.0294	fibronectin type III domain containing 3B
149	ZNF25	219749	0.9382	0.0367	zinc finger protein 25
150	KIAA1462	57608	0.9378	0.0027	KIAA1462
151	LCA5	167691	0.9368	0.0093	Leber congenital amaurosis 5
152	CLMP	79827	0.9355	0.0015	CXADR-like membrane protein
153	NAV3	89795	0.9351	0.0048	neuron navigator 3
154	ADAM12	8038	0.9333	0.0089	ADAM metallopeptidase domain 12
155	DFNA5	1687	0.9332	0.0023	deafness, autosomal dominant 5
156	ITGAV	3685	0.9315	0.0479	integrin, alpha V
157	YAP1	10413	0.9310	0.0039	Yes-associated protein 1
158	LRIG3	121227	0.9305	0.0012	leucine-rich repeats and immunoglobulin-like domains 3
159	TFPI	7035	0.9304	0.0039	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
160	OSMR	9180	0.9304	0.0089	oncostatin M receptor
161	DZIP1	22873	0.9304	0.0045	DAZ interacting protein 1
162	TRPC1	7220	0.9292	0.0216	transient receptor potential cation channel, subfamily C, member 1
163	ACTA2	59	0.9290	0.0101	actin, alpha 2, smooth muscle, aorta
164	RBMS1	5937	0.9284	0.0091	RNA binding motif, single stranded interacting protein 1
165	PPP1R3C	5507	0.9240	0.0023	protein phosphatase 1, regulatory subunit 3C
166	MOXD1	26002	0.9235	0.0045	monooxygenase, DBH-like 1
167	MEIS2	4212	0.9229	0.0013	Meis homeobox 2
168	VIM	7431	0.9226	0.0217	vimentin
169	MXRA5	25878	0.9223	0.0091	matrix-remodelling associated 5
170	SPOCK1	6695	0.9221	0.0036	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1
171	OLFML1	283298	0.9219	0.0115	olfactomedin-like 1
172	STARD13	90627	0.9216	0.0019	StAR-related lipid transfer (START) domain containing 13
173	PLS3	5358	0.9213	0.0116	plastin 3
174	SNTB2	6645	0.9207	0.0026	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)
175	AFAP1	60312	0.9200	0.0036	actin filament associated protein 1
176	MYO1B	4430	0.9191	0.0046	myosin IB
177	EHD2	30846	0.9187	0.0561	EH-domain containing 2
178	MXRA7	439921	0.9176	0.0078	matrix-remodelling associated 7
179	ITGBL1	9358	0.9176	0.0021	integrin, beta-like 1 (with EGF-like repeat domains)
180	PRR16	51334	0.9176	0.0005	proline rich 16
181	SOCS5	9655	0.9171	0.0298	suppressor of cytokine signaling 5
182	LPP	4026	0.9148	0.0114	LIM domain containing preferred translocation partner in lipoma
183	TPM1	7168	0.9139	0.0070	tropomyosin 1 (alpha)
184	PPFIBP1	8496	0.9126	0.0033	PTPRF interacting protein, binding protein 1 (liprin beta 1)
185	OLFML3	56944	0.9124	0.0132	olfactomedin-like 3
186	RAB23	51715	0.9121	0.0142	RAB23, member RAS oncogene family
187	TWSG1	57045	0.9113	0.0200	twisted gastrulation homolog 1 (Drosophila)
188	BICC1	80114	0.9113	0.0009	bicaudal C homolog 1 (Drosophila)
189	LEPR	3953	0.9109	0.0112	leptin receptor
190	TSHZ3	57616	0.9103	0.0092	teashirt zinc finger homeobox 3
191	FAM114A1	92689	0.9088	0.0119	family with sequence similarity 114, member A1
192	CCDC50	152137	0.9078	0.0050	coiled-coil domain containing 50
193	NNMT	4837	0.9075	0.0117	nicotinamide N-methyltransferase
194	CAMSAP2	23271	0.9066	0.0168	calmodulin regulated spectrin-associated protein family, member 2
195	ITPRIPL2	162073	0.9049	0.0054	inositol 1,4,5-trisphosphate receptor interacting protein-like 2
196	PMP22	5376	0.9033	0.0116	peripheral myelin protein 22
197	RUNX1T1	862	0.9022	0.0104	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
198	LRCH2	57631	0.9020	0.0025	leucine-rich repeats and calponin homology (CH) domain containing 2
199	PHLDB2	90102	0.9006	0.0044	pleckstrin homology-like domain, family B, member 2
200	TEAD1	7003	0.8996	0.0057	TEA domain family member 1 (SV40 transcriptional enhancer factor)
201	ARHGAP24	83478	0.8987	0.0042	Rho GTPase activating protein 24
202	ELTD1	64123	0.8985	0.0085	EGF, latrophilin and seven transmembrane domain containing 1
203	NPHP3	27031	0.8974	0.0351	nephronophthisis 3 (adolescent)
204	FBLN1	2192	0.8952	0.0288	fibulin 1
205	KDELC2	143888	0.8951	0.0091	KDEL (Lys-Asp-Glu-Leu) containing 2
206	ISLR	3671	0.8945	0.0145	immunoglobulin superfamily containing leucine-rich repeat
207	GLIPR1	11010	0.8903	0.0220	GLI pathogenesis-related 1
208	FGF2	2247	0.8899	0.0040	fibroblast growth factor 2 (basic)
209	RHOBTB3	22836	0.8887	0.0015	Rho-related BTB domain containing 3
210	IGFBP3	3486	0.8882	0.0023	insulin-like growth factor binding protein 3
211	LTBP1	4052	0.8880	0.0049	latent transforming growth factor beta binding protein 1
212	NUAK1	9891	0.8875	0.0077	NUAK family, SNF1-like kinase, 1
213	PTPRM	5797	0.8874	0.0142	protein tyrosine phosphatase, receptor type, M
214	SYNC	81493	0.8870	0.0024	syncoilin, intermediate filament protein
215	AHR	196	0.8859	0.0187	aryl hydrocarbon receptor
216	IRS1	3667	0.8858	0.0010	insulin receptor substrate 1
217	PPIC	5480	0.8850	0.0130	peptidylprolyl isomerase C (cyclophilin C)
218	NOTCH2	4853	0.8842	0.0073	notch 2
219	GLI3	2737	0.8830	0.0118	GLI family zinc finger 3
220	AZI2	64343	0.8826	0.0457	5-azacytidine induced 2
221	THBS1	7057	0.8825	0.0154	thrombospondin 1
222	EMP1	2012	0.8808	0.0140	epithelial membrane protein 1
223	SGCD	6444	0.8803	0.0374	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)
224	EFHA2	286097	0.8775	0.0107	EF-hand domain family, member A2
225	COL4A1	1282	0.8770	0.0153	collagen, type IV, alpha 1
226	SEC24D	9871	0.8755	0.0376	SEC24 family, member D (S. cerevisiae)
227	PLAT	5327	0.8715	0.0042	plasminogen activator, tissue
228	CYP1B1	1545	0.8701	0.0022	cytochrome P450, family 1, subfamily B, polypeptide 1
229	LOXL1	4016	0.8698	0.0104	lysyl oxidase-like 1
230	TMEM200A	114801	0.8688	0.0014	transmembrane protein 200A
231	LAMB2	3913	0.8675	0.0418	laminin, beta 2 (laminin S)
232	TTC28	23331	0.8671	0.0092	tetratricopeptide repeat domain 28
233	TRPS1	7227	0.8670	0.0007	trichorhinophalangeal syndrome I
234	CDC42EP3	10602	0.8668	0.0036	CDC42 effector protein (Rho GTPase binding) 3
235	AMIGO2	347902	0.8668	0.0014	adhesion molecule with Ig-like domain 2
236	PDZRN3	23024	0.8667	0.0023	PDZ domain containing ring finger 3
237	AMOTL2	51421	0.8658	0.0031	angiomotin like 2
238	PLAGL1	5325	0.8653	0.0040	pleiomorphic adenoma gene-like 1
239	WLS	79971	0.8650	0.0035	wntless homolog (Drosophila)
240	ACVR1	90	0.8647	0.0446	activin A receptor, type I
241	LIMCH1	22998	0.8641	0.0058	LIM and calponin homology domains 1
242	GJA1	2697	0.8636	0.0031	gap junction protein, alpha 1, 43kDa
243	SGCB	6443	0.8613	0.0102	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)
244	PAMR1	25891	0.8610	0.0228	peptidase domain containing associated with muscle regeneration 1
245	F3	2152	0.8607	0.0053	coagulation factor III (thromboplastin, tissue factor)
246	FAM198B	51313	0.8600	0.0090	family with sequence similarity 198, member B
247	GLRB	2743	0.8594	0.0057	glycine receptor, beta
248	PTRF	284119	0.8584	0.0400	polymerase I and transcript release factor
249	LOC400043	400043	0.8577	0.0014	uncharacterized LOC400043
250	YIPF5	81555	0.8569	0.0584	Yip1 domain family, member 5
251	LIFR	3977	0.8544	0.0037	leukemia inhibitory factor receptor alpha
252	ZAK	51776	0.8510	0.0033	sterile alpha motif and leucine zipper containing kinase AZK
253	LEPROT	54741	0.8504	0.0241	leptin receptor overlapping transcript
254	ZFPM2	23414	0.8502	0.0044	zinc finger protein, multitype 2
255	NEK7	140609	0.8494	0.0577	NIMA (never in mitosis gene a)-related kinase 7
256	NAV1	89796	0.8479	0.0076	neuron navigator 1
257	IKBIP	121457	0.8464	0.0220	IKBKB interacting protein
258	LOXL2	4017	0.8456	0.0178	lysyl oxidase-like 2
259	ROBO1	6091	0.8447	0.0015	roundabout, axon guidance receptor, homolog 1 (Drosophila)
260	PABPC4L	132430	0.8437	0.0015	poly(A) binding protein, cytoplasmic 4-like
261	PAPSS2	9060	0.8423	0.0032	3-phosphoadenosine 5-phosphosulfate synthase 2
262	RBFOX2	23543	0.8413	0.0086	RNA binding protein, fox-1 homolog (C. elegans) 2
263	IGFBP5	3488	0.8411	0.0176	insulin-like growth factor binding protein 5
264	DST	667	0.8391	0.0179	dystonin
265	KCNT2	343450	0.8391	0.0071	potassium channel, subfamily T, member 2
266	MYOF	26509	0.8385	0.0238	myoferlin
267	PTGFR	5737	0.8383	0.0014	prostaglandin F receptor (FP)
268	ZNF521	25925	0.8379	0.0076	zinc finger protein 521
269	MRC2	9902	0.8373	0.0375	mannose receptor, C type 2
270	NTM	50863	0.8368	0.0075	neurotrimin
271	RAI14	26064	0.8364	0.0079	retinoic acid induced 14
272	COPZ2	51226	0.8362	0.0253	coatomer protein complex, subunit zeta 2
273	NR3C1	2908	0.8361	0.0415	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
274	GRAMD3	65983	0.8343	0.0052	GRAM domain containing 3
275	LAMA4	3910	0.8340	0.0247	laminin, alpha 4
276	BMPER	168667	0.8328	0.0006	BMP binding endothelial regulator
277	HECTD2	143279	0.8323	0.0137	HECT domain containing E3 ubiquitin protein ligase 2
278	ANO6	196527	0.8319	0.0388	anoctamin 6
279	MFAP4	4239	0.8317	0.0191	microfibrillar-associated protein 4
280	MDFIC	29969	0.8297	0.0061	MyoD family inhibitor domain containing
281	VCAN	1462	0.8296	0.0121	versican
282	TPBG	7162	0.8292	0.0034	trophoblast glycoprotein
283	PTPN13	5783	0.8278	0.0047	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)
284	SEPT11	55752	0.8274	0.0129	septin 11
285	TWIST1	7291	0.8269	0.0016	twist homolog 1 (Drosophila)
286	LPAR1	1902	0.8267	0.0066	lysophosphatidic acid receptor 1
287	TGFBR2	7048	0.8265	0.0278	transforming growth factor, beta receptor II (70/80kDa)
288	CTHRC1	115908	0.8260	0.0067	collagen triple helix repeat containing 1
289	ASPH	444	0.8245	0.0071	aspartate beta-hydroxylase
290	SASH1	23328	0.8245	0.0117	SAM and SH3 domain containing 1
291	DSEL	92126	0.8239	0.0034	dermatan sulfate epimerase-like
292	CFL2	1073	0.8236	0.0153	cofilin 2 (muscle)
293	ASPN	54829	0.8225	0.0042	asporin
294	PDE1A	5136	0.8222	0.0060	phosphodiesterase 1A, calmodulin-dependent
295	LRP12	29967	0.8220	0.0153	low density lipoprotein receptor-related protein 12
296	RAPH1	65059	0.8209	0.0083	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
297	ZEB2	9839	0.8205	0.0251	zinc finger E-box binding homeobox 2
298	KCTD12	115207	0.8203	0.0149	potassium channel tetramerisation domain containing 12
299	DNAJB4	11080	0.8202	0.0299	DnaJ (Hsp40) homolog, subfamily B, member 4
300	LRRC17	10234	0.8191	0.0050	leucine rich repeat containing 17
301	FAM172A	83989	0.8176	0.0337	family with sequence similarity 172, member A
302	LAMA2	3908	0.8175	0.0108	laminin, alpha 2
303	CEP112	201134	0.8174	0.0056	centrosomal protein 112kDa
304	AKT3	10000	0.8168	0.0117	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)
305	SEMA5A	9037	0.8151	0.0099	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
306	PTX3	5806	0.8150	0.0028	pentraxin 3, long
307	SLC2A10	81031	0.8150	0.0079	solute carrier family 2 (facilitated glucose transporter), member 10
308	PTPRK	5796	0.8150	0.0078	protein tyrosine phosphatase, receptor type, K
309	KLHL5	51088	0.8150	0.0304	kelch-like 5 (Drosophila)
310	FOXF2	2295	0.8146	0.0035	forkhead box F2
311	MPDZ	8777	0.8140	0.0271	multiple PDZ domain protein
312	PDE7B	27115	0.8140	0.0070	phosphodiesterase 7B
313	COL15A1	1306	0.8130	0.0091	collagen, type XV, alpha 1
314	GBP1	2633	0.8118	0.0293	guanylate binding protein 1, interferon-inducible
315	TPM2	7169	0.8105	0.0135	tropomyosin 2 (beta)
316	MAP4K5	11183	0.8101	0.0803	mitogen-activated protein kinase kinase kinase kinase 5
317	C5ORF23	79614	0.8098	0.0031	chromosome 5 open reading frame 23
318	CHSY3	337876	0.8095	0.0033	chondroitin sulfate synthase 3
319	ZC2HC1A	51101	0.8089	0.0084	zinc finger, C2HC-type containing 1A
320	ZFP36L1	677	0.8081	0.0145	zinc finger protein 36, C3H type-like 1
321	DPYSL2	1808	0.8065	0.0288	dihydropyrimidinase-like 2
322	ATXN1	6310	0.8063	0.0295	ataxin 1
323	PLK2	10769	0.8047	0.0043	polo-like kinase 2
324	RGMB	285704	0.8042	0.0005	RGM domain family, member B
325	ARRDC3	57561	0.8040	0.0195	arrestin domain containing 3
326	LINC00312	29931	0.8025	0.0111	long intergenic non-protein coding RNA 312
327	TAGLN	6876	0.8018	0.0220	transgelin
328	THSD4	79875	0.8016	0.0098	thrombospondin, type I, domain containing 4
329	TNFRSF11B	4982	0.8010	0.0006	tumor necrosis factor receptor superfamily, member 11b
330	PPAP2B	8613	0.8008	0.0099	phosphatidic acid phosphatase type 2B
331	SPRED1	161742	0.8003	0.0195	sprouty-related, EVH1 domain containing 1
332	CRISPLD2	83716	0.7999	0.0196	cysteine-rich secretory protein LCCL domain containing 2
333	FAM160B1	57700	0.7989	0.0276	family with sequence similarity 160, member B1
334	SBF2	81846	0.7987	0.0411	SET binding factor 2
335	MEIS1	4211	0.7986	0.0032	Meis homeobox 1
336	DACT1	51339	0.7983	0.0038	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)
337	ZBTB20	26137	0.7981	0.0430	zinc finger and BTB domain containing 20
338	SERPINE2	5270	0.7980	0.0058	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2
339	ALPK2	115701	0.7979	0.0018	alpha-kinase 2
340	GNAI1	2770	0.7956	0.0047	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1
341	EXT1	2131	0.7950	0.0108	exostosin 1
342	TIMP2	7077	0.7949	0.0434	TIMP metallopeptidase inhibitor 2
343	TNS3	64759	0.7936	0.0139	tensin 3
344	SLC30A7	148867	0.7918	0.0558	solute carrier family 30 (zinc transporter), member 7
345	SMARCA1	6594	0.7916	0.0252	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
346	COL6A2	1292	0.7911	0.0427	collagen, type VI, alpha 2
347	GBE1	2632	0.7904	0.0196	glucan (1,4-alpha-), branching enzyme 1
348	ZNF436	80818	0.7885	0.0097	zinc finger protein 436
349	IFT80	57560	0.7884	0.0740	intraflagellar transport 80 homolog (Chlamydomonas)
350	CTTNBP2NL	55917	0.7880	0.0229	CTTNBP2 N-terminal like
351	SPG20	23111	0.7878	0.0248	spastic paraplegia 20 (Troyer syndrome)
352	ZBTB4	57659	0.7875	0.0561	zinc finger and BTB domain containing 4
353	IFI16	3428	0.7875	0.0391	interferon, gamma-inducible protein 16
354	MGP	4256	0.7875	0.0112	matrix Gla protein
355	C11ORF70	85016	0.7863	0.0026	chromosome 11 open reading frame 70
356	MME	4311	0.7861	0.0013	membrane metallo-endopeptidase
357	PDGFD	80310	0.7854	0.0059	platelet derived growth factor D
358	MAMDC2	256691	0.7852	0.0027	MAM domain containing 2
359	LATS2	26524	0.7849	0.0262	LATS, large tumor suppressor, homolog 2 (Drosophila)
360	PTPRG	5793	0.7846	0.0048	protein tyrosine phosphatase, receptor type, G
361	HCFC2	29915	0.7845	0.0497	host cell factor C2
362	PLOD2	5352	0.7840	0.0134	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
363	GPR1	2825	0.7839	0.0010	G protein-coupled receptor 1
364	RHOJ	57381	0.7823	0.0321	ras homolog family member J
365	SEC31A	22872	0.7821	0.0415	SEC31 homolog A (S. cerevisiae)
366	RFTN2	130132	0.7817	0.0176	raftlin family member 2
367	TMEM43	79188	0.7807	0.0240	transmembrane protein 43
368	C1ORF198	84886	0.7804	0.0050	chromosome 1 open reading frame 198
369	LIMA1	51474	0.7802	0.0125	LIM domain and actin binding 1
370	ZMAT3	64393	0.7788	0.0073	zinc finger, matrin-type 3
371	LMCD1	29995	0.7785	0.0092	LIM and cysteine-rich domains 1
372	CTSO	1519	0.7783	0.0547	cathepsin O
373	SERPINH1	871	0.7779	0.0234	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
374	KATNAL1	84056	0.7774	0.0186	katanin p60 subunit A-like 1
375	PIGK	10026	0.7771	0.0990	phosphatidylinositol glycan anchor biosynthesis, class K
