ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201486_at	0.000236752014923264	3.4067434804054e-07	-7.63114509476563	6.84339553363237	-0.732080457178574	RCN2	reticulocalbin 2
216813_at	0.000236752014923264	3.54892162368767e-07	7.60966790323123	6.80479000343343	1.32340635517857		
201518_at	0.000236752014923264	3.62425435159633e-07	-7.5986470840524	6.78495278396033	-0.739879001142858	CBX1	chromobox 1
207668_x_at	0.000236752014923264	3.6834876643738e-07	-7.59014707166881	6.76964037627345	-0.89108928617857	PDIA6	protein disulfide isomerase family A member 6
212238_at	0.000236752014923264	3.87601963441656e-07	7.56346663840998	6.72150553314348	0.969645762285714	ASXL1	additional sex combs like 1, transcriptional regulator
204863_s_at	0.000236752014923264	3.89783265829524e-07	7.56053089538246	6.71620249013257	1.20482353021429	IL6ST	interleukin 6 signal transducer
213564_x_at	0.000236752014923264	3.98797327997847e-07	-7.54857716684533	6.69459611162757	-0.603809791071427	LDHB	lactate dehydrogenase B
215071_s_at	0.000236752014923264	4.11105082547612e-07	-7.5327002959509	6.66586512591295	-1.37320276371429	HIST1H2AC	histone cluster 1, H2ac
211012_s_at	0.000236752014923264	4.1145868557045e-07	7.53225146502387	6.66505235985706	0.771954702464288	PML	promyelocytic leukemia
221565_s_at	0.000236752014923264	4.14478097679547e-07	-7.52843510941671	6.65814027237907	-1.26386343778572	CALHM2	calcium homeostasis modulator 2
203854_at	0.000252481052807932	4.56530981280087e-07	-7.47809006319029	6.56674967183964	-1.43744594471429	CFI	complement factor I
214057_at	0.000252481052807932	4.83774574011169e-07	7.44797813586377	6.5119040794145	1.59017631721429	MCL1	BCL2 family apoptosis regulator
211180_x_at	0.000252481052807932	5.17745731024382e-07	7.4128020917386	6.44766044337559	0.761173661214285	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
222201_s_at	0.000252481052807932	5.23824328084654e-07	-7.40676087736562	6.43660819531974	-1.06536636996428	CASP8AP2	caspase 8 associated protein 2
222378_at	0.000252481052807932	5.24629120468872e-07	7.40596648403737	6.43515446079691	2.27054879425		
221753_at	0.000252481052807932	5.25346270155752e-07	7.40525966409138	6.43386090445025	1.40836723525	SSH1	slingshot protein phosphatase 1
208129_x_at	0.000252481052807932	5.37122980808173e-07	7.39379347974973	6.41286596339781	0.85887739117857	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
209304_x_at	0.000252481052807932	5.3745293250778e-07	7.39347599110035	6.41228434784618	2.61339422639286	GADD45B	growth arrest and DNA damage inducible beta
210778_s_at	0.000252481052807932	5.44018069523757e-07	7.38720047746001	6.4007849343741	1.02155330457143	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4
209534_x_at	0.000257731799512521	5.67499223989993e-07	7.36538034632213	6.36075463742658	1.26697586953572	AKAP13	A-kinase anchoring protein 13
201030_x_at	0.000257731799512521	5.78470618827762e-07	-7.35550364821069	6.34261150487315	-0.655199250357146	LDHB	lactate dehydrogenase B
220495_s_at	0.000263813371475727	6.03962918941603e-07	-7.33328466777892	6.30174194148323	-0.819524217321433	TXNDC15	thioredoxin domain containing 15
202768_at	0.000264548454708242	6.43071113693669e-07	7.30101952711559	6.24226011941204	5.26920914564286	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
216576_x_at	0.000264548454708242	6.51939619665211e-07	-7.29398568209284	6.22927203376559	-3.27266970778571	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
217480_x_at	0.000264548454708242	6.54815327012294e-07	-7.29172614192864	6.22509817115807	-2.24873452542857	IGKV1OR2-118	immunoglobulin kappa variable 1/OR2-118 (pseudogene)
215078_at	0.000264548454708242	6.57237891162893e-07	7.28983061245958	6.22159611826805	2.65931454853572	LOC100129518///SOD2	uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial
201294_s_at	0.000264548454708242	6.69256854792419e-07	7.28053215472156	6.20440901943754	2.18914746982143	WSB1	WD repeat and SOCS box containing 1
201417_at	0.000264548454708242	6.76898232184307e-07	-7.27470990232359	6.19364059935431	-1.11836463328572	SOX4	SRY-box 4
215427_s_at	0.000286182238095608	7.45098972462418e-07	7.22557313893777	6.10255606006399	0.713908361285716	ZCCHC14	zinc finger CCHC-type containing 14
210180_s_at	0.000286371725054101	7.58447357282935e-07	7.216502624839	6.08570209049297	1.33401868721429	TRA2B	transformer 2 beta homolog (Drosophila)
215163_at	0.000297758070804494	8.05805107210215e-07	7.18560492874131	6.02819738699821	1.48549650964286		
202169_s_at	0.000297758070804494	8.20510804477004e-07	-7.17639193268272	6.0110228015647	-0.661958140071429	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
214153_at	0.000297758070804494	8.32908869155155e-07	7.16875647391727	5.99677927565569	1.51052801532143	ELOVL5	ELOVL fatty acid elongase 5
212099_at	0.000297758070804494	8.42068432045749e-07	7.163190657335	5.986390992242	1.82018924853571	RHOB	ras homolog family member B
216697_at	0.000306959572649174	9.03030069186404e-07	-7.1276718655111	5.91998677348047	-0.580924397892858	TRIO	trio Rho guanine nucleotide exchange factor
213003_s_at	0.000306959572649174	9.0350618260695e-07	7.12740433433297	5.91948588608853	1.13296228846429	SPIDR	scaffolding protein involved in DNA repair
216207_x_at	0.000306959572649174	9.09428190279009e-07	-7.12408886025501	5.9132775651238	-2.74943700335714	IGKC	immunoglobulin kappa constant
202643_s_at	0.000313187274456063	9.44014508257699e-07	7.1051610146059	5.8778028058306	2.29781234253571	TNFAIP3	TNF alpha induced protein 3
209617_s_at	0.000313187274456063	9.55996528393063e-07	7.09877061310404	5.8658136253011	0.847310654892857	CTNND2	catenin delta 2
208639_x_at	0.000314902962940861	9.82080517090575e-07	-7.0851411206273	5.84022240785943	-0.846793472	PDIA6	protein disulfide isomerase family A member 6
219108_x_at	0.000314902962940861	9.99168099926954e-07	7.07641401122348	5.82382134522431	0.643547092607143	DDX27///SS18	DEAD-box helicase 27///SS18, nBAF chromatin remodeling complex subunit
220949_s_at	0.000314902962940861	1.00364099155187e-06	-7.07415507355781	5.81957419685736	-0.732605169357142	C7orf49	chromosome 7 open reading frame 49
205591_at	0.00032876878243717	1.06259156688406e-06	-7.04532009541657	5.76529236889355	-1.10180576542857	OLFM1	olfactomedin 1
208961_s_at	0.000330420882762773	1.0827635876322e-06	7.03583181615388	5.74740326221275	1.78604573778571	KLF6	Kruppel like factor 6
216016_at	0.000336161058575236	1.11666374891446e-06	7.02029077243463	5.71807301252418	1.10004282960714	NLRP3	NLR family pyrin domain containing 3
200702_s_at	0.000351101452109157	1.21112547574843e-06	6.97943342015811	5.64079032790693	1.05972317096428	DDX24	DEAD-box helicase 24
204958_at	0.000351101452109157	1.22785018514465e-06	6.97254416083867	5.62773437011022	1.52922714407143	PLK3	polo like kinase 3
209143_s_at	0.000351101452109157	1.22798941712967e-06	-6.97248721641442	5.62762642397156	-0.681449804142852	CLNS1A	chloride nucleotide-sensitive channel 1A
218319_at	0.000351101452109157	1.2293357841951e-06	6.97193691056996	5.62658321697175	1.24291471507143	PELI1	pellino E3 ubiquitin protein ligase 1
213528_at	0.0003546083916981	1.2575330136082e-06	-6.96055278922756	5.60499228422933	-0.86880407267857	METTL18	methyltransferase like 18
219351_at	0.000355093899802474	1.27519468439188e-06	-6.9535558690757	5.59171237620916	-0.801336581214288	TRAPPC2	trafficking protein particle complex 2
212723_at	0.000362221291542372	1.33711779177511e-06	6.92979222955419	5.54655491462385	0.809689695071429	JMJD6	arginine demethylase and lysine hydroxylase
213793_s_at	0.000362221291542372	1.3410708711207e-06	6.928314048397	5.54374316174572	1.65880890782143	HOMER1	homer scaffolding protein 1
217157_x_at	0.000362221291542372	1.34956983426929e-06	-6.92515121366869	5.53772580858764	-2.58615566221429	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
219292_at	0.000366131105376251	1.38182386916681e-06	-6.91333264713051	5.51522747662585	-0.871128973821429	THAP1	THAP domain containing 1
41386_i_at	0.000366131105376251	1.39700785370478e-06	6.90786728282256	5.50481628873208	1.68864171532143	KDM6B	lysine demethylase 6B
209039_x_at	0.000382103938800689	1.47510610660588e-06	6.8806929000348	5.45298425850879	1.06428393703571	EHD1	EH domain containing 1
216640_s_at	0.000389791208286135	1.5222801598462e-06	-6.86498992382806	5.42298220404918	-1.07200628392857	PDIA6	protein disulfide isomerase family A member 6
201377_at	0.000401747075302957	1.5870064473071e-06	6.84424384545329	5.3832882519348	0.631855754285715	UBAP2L	ubiquitin associated protein 2 like
216401_x_at	0.000403586690980099	1.62168355198062e-06	-6.83348598446226	5.3626796581957	-2.90988426796429	MLIP	muscular LMNA-interacting protein
208112_x_at	0.000403586690980099	1.64285649907096e-06	6.82703377151948	5.35031100524035	0.983827543357144	EHD1	EH domain containing 1
206641_at	0.000403586690980099	1.66208007079055e-06	-6.82124960150279	5.33921768240379	-2.97349946775	TNFRSF17	TNF receptor superfamily member 17
200797_s_at	0.000403586690980099	1.66674038560709e-06	6.81985777221408	5.33654758057118	1.15029331428571	MCL1	BCL2 family apoptosis regulator
202233_s_at	0.000409747632609059	1.7105772694996e-06	-6.80695909483229	5.31178885422076	-0.549405827857143	UQCRHL///UQCRH	ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein
215933_s_at	0.000414504067816495	1.77853565711634e-06	-6.78762304152075	5.27462726280381	-1.58147870167857	HHEX	hematopoietically expressed homeobox
220370_s_at	0.000414504067816495	1.80672764511852e-06	6.77982465177814	5.25962392543895	1.34312409303572	USP36	ubiquitin specific peptidase 36
202350_s_at	0.000414504067816495	1.8106937014654e-06	-6.77873766928505	5.25753195873577	-1.28082407878572	LOC100506558///MATN2	uncharacterized LOC100506558///matrilin 2
206035_at	0.000414504067816495	1.82493418473296e-06	6.77485493087135	5.25005794658403	1.0870057	REL	REL proto-oncogene, NF-kB subunit
203165_s_at	0.000414504067816495	1.83254116633156e-06	-6.77279365499314	5.24608921652619	-0.814536159107145	SLC33A1	solute carrier family 33 member 1
214985_at	0.000414504067816495	1.84207490747556e-06	6.7702227274399	5.24113832967884	1.12352510753571	EXT1	exostosin glycosyltransferase 1
211645_x_at	0.000434785474453809	1.95172363627871e-06	-6.74160489579084	5.18596204637552	-3.15574436142857		
222221_x_at	0.000456538555049506	2.06986551420748e-06	6.71257231384232	5.1298618607613	1.09511837932143	EHD1	EH domain containing 1
209183_s_at	0.000459559127288506	2.10418956697166e-06	6.70445766100166	5.11415942803885	2.59830093428572	C10orf10	chromosome 10 open reading frame 10
208707_at	0.000465666489934925	2.16852437056484e-06	6.68960976999221	5.08540246137365	1.27375208332143	EIF5	eukaryotic translation initiation factor 5
208775_at	0.000465666489934925	2.19403561903421e-06	-6.6838475585285	5.07423359222461	-0.732624103214286	XPO1	exportin 1
200620_at	0.000465666489934925	2.19486382561239e-06	-6.68366165327045	5.07387317113212	-0.623117168571433	TMEM59	transmembrane protein 59
209324_s_at	0.000468074555429103	2.26564504532741e-06	6.66803550046997	5.04355994076825	2.22006964296429	RGS16	regulator of G-protein signaling 16
201846_s_at	0.000468074555429103	2.270990571594e-06	6.66687592683309	5.04130904218849	1.04552012525	RYBP	RING1 and YY1 binding protein
210765_at	0.000468074555429103	2.27627255704775e-06	6.66573290134833	5.0390900716618	0.680033989571427	CSE1L	chromosome segregation 1 like
215693_x_at	0.000468074555429103	2.30791934523723e-06	6.65894135275246	5.02590157145675	0.744516577714284	DDX27	DEAD-box helicase 27
201923_at	0.000468074555429103	2.31127176447463e-06	-6.65822754678243	5.02451503721062	-1.40334266257143	PRDX4	peroxiredoxin 4
219330_at	0.000472588665935438	2.35477586384314e-06	-6.64906027631119	5.0067013687831	-0.977923878500001	VANGL1	VANGL planar cell polarity protein 1
210090_at	0.000497303862915996	2.50024835689687e-06	6.61962860475098	4.94942660727527	1.228088557	ARC	activity regulated cytoskeleton associated protein
211644_x_at	0.000501172993303862	2.54709679235293e-06	-6.61052546889957	4.93168587317213	-3.0455279025	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
217791_s_at	0.000501172993303862	2.56469548128744e-06	-6.60715043753626	4.92510531631828	-0.926761241	ALDH18A1	aldehyde dehydrogenase 18 family member A1
212277_at	0.000504636104938282	2.60507034465603e-06	-6.59949691694642	4.91017646341263	-0.810649824964286	MTMR4	myotubularin related protein 4
218068_s_at	0.000514301608427381	2.67805299535738e-06	6.58596784618681	4.88376581355323	0.568893484214287	ZNF672	zinc finger protein 672
216984_x_at	0.00051599029095795	2.71000871042242e-06	-6.58016343286716	4.87242655426628	-2.71214284317857	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
210638_s_at	0.000520727451084463	2.75826364537266e-06	-6.57153095250394	4.85555337196682	-0.460703776999999	FBXO9	F-box protein 9
201341_at	0.000523318625674075	2.80302400515213e-06	-6.56366182189732	4.84016273949191	-1.30344740785714	ENC1	ectodermal-neural cortex 1
202601_s_at	0.000523318625674075	2.84341235776048e-06	6.55667180599367	4.82648390284299	0.57120565225	HTATSF1	HIV-1 Tat specific factor 1
205677_s_at	0.000523318625674075	2.8768897469364e-06	-6.55095508351989	4.81529147766289	-1.14592146425	DLEU1	deleted in lymphocytic leukemia 1
222314_x_at	0.000523318625674075	2.88315441783201e-06	6.5498929320851	4.81321142951333	0.956538449857142	EGOT	eosinophil granule ontogeny transcript (non-protein coding)
212477_at	0.000523318625674075	2.91715045408261e-06	6.54417023835489	4.80200164321516	0.722499574678571	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
220367_s_at	0.000523318625674075	2.91951223136899e-06	-6.54377523013633	4.80122771266397	-0.536178290107142	SAP130	Sin3A associated protein 130
204802_at	0.000523318625674075	2.93792215100748e-06	6.54070741760843	4.79521624240427	2.1556555095	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
200084_at	0.000523318625674075	2.9599204037767e-06	-6.53706755169168	4.7880820346349	-0.541499173428571	C11orf58	chromosome 11 open reading frame 58
218518_at	0.000525727919196683	2.99714709063064e-06	-6.53097107827933	4.77612849849949	-0.430891310750003	FAM13B	family with sequence similarity 13 member B
201240_s_at	0.000536935911695032	3.11318176709024e-06	-6.51245793243719	4.7397960209251	-0.601650899642856	SPCS2	signal peptidase complex subunit 2
202223_at	0.000536935911695032	3.16656520393537e-06	-6.5041784509594	4.7235311983544	-0.738809436392861	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
214056_at	0.000536935911695032	3.22765336934003e-06	6.49487884698095	4.70525048644961	2.00236947871429	MCL1	BCL2 family apoptosis regulator
205281_s_at	0.000536935911695032	3.23169914979465e-06	6.49426937169323	4.7040519705904	1.83702481357143	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
217235_x_at	0.000536935911695032	3.23782881339381e-06	-6.49334746825194	4.70223897109532	-2.75496802753571	IGLL5	immunoglobulin lambda like polypeptide 5
202811_at	0.000536935911695032	3.24802701071148e-06	-6.49181763750173	4.69923015979751	-0.620091922857142	STAMBP	STAM binding protein
219238_at	0.000536935911695032	3.25735154715716e-06	-6.49042319401839	4.69648732679181	-0.564213314821428	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
221765_at	0.000536935911695032	3.26679113054357e-06	6.48901573298669	4.69371860231325	1.66259191160714	UGCG	UDP-glucose ceramide glucosyltransferase
213076_at	0.000536935911695032	3.27796758946556e-06	6.48735471345757	4.69045071351007	2.57364138021429	ITPKC	inositol-trisphosphate 3-kinase C
219599_at	0.000539604260998005	3.32960696526179e-06	6.47975526862756	4.67549446402828	0.944178993571429	EIF4B	eukaryotic translation initiation factor 4B
207830_s_at	0.000539604260998005	3.34270269864545e-06	-6.47784736996846	4.67173826774282	-0.618103875178571	PPP1R8	protein phosphatase 1 regulatory subunit 8
215322_at	0.000555008016776826	3.46303875440942e-06	6.4606682864424	4.6378930006097	1.63141615246428	LONRF1	LON peptidase N-terminal domain and ring finger 1
214777_at	0.000563599633182237	3.54194679021022e-06	-6.44973440133561	4.61632942546953	-3.679405744	IGKC	immunoglobulin kappa constant
202082_s_at	0.000571126988792837	3.61489003994209e-06	6.43984816059852	4.59681711603349	0.962412120107142	SEC14L1	SEC14 like lipid binding 1
209038_s_at	0.000573673350385509	3.65675879852504e-06	6.43426604335576	4.5857935496369	0.997480719964286	EHD1	EH domain containing 1
219551_at	0.00057885471942099	3.71577074458866e-06	-6.42650921296107	4.57046789568956	-1.72024573842857	EAF2	ELL associated factor 2
218722_s_at	0.00060352530157821	3.90122742861527e-06	-6.40293368571469	4.52383504998329	-1.12888224535714	CCDC51	coiled-coil domain containing 51
204759_at	0.00060713786218594	3.95183328172381e-06	-6.39670104576113	4.51149340728215	-0.769205041392855	RCBTB2	RCC1 and BTB domain containing protein 2
217148_x_at	0.000624219262529137	4.09103615070494e-06	-6.37997213988433	4.47833987566204	-2.79891699664286	IGLJ3///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
213618_at	0.000646770215560275	4.26786468947167e-06	6.3595480455461	4.43780881118043	1.24914443678571	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
211643_x_at	0.000655071368447853	4.3686612763899e-06	-6.34829252293337	4.41544703615781	-2.93353229896429	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
201473_at	0.000655071368447853	4.40109060925348e-06	6.34472810626406	4.4083617029993	2.02818985564286	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
211798_x_at	0.000655071368447853	4.44161335000574e-06	-6.3403119635047	4.39958079841175	-2.84269272871428	IGLJ3	immunoglobulin lambda joining 3
201353_s_at	0.000655071368447853	4.44308764815346e-06	6.34015207909366	4.39926283764791	0.990048725285712	BAZ2A	bromodomain adjacent to zinc finger domain 2A
200007_at	0.000655071368447853	4.46967042259163e-06	-6.33727857694775	4.39354770719039	-0.587219202857144	SRP14	signal recognition particle 14
204131_s_at	0.000656366315065797	4.50796993334232e-06	6.33316935060118	4.38537279092866	1.024441352	FOXO3	forkhead box O3
202464_s_at	0.000666712720684911	4.63297467716618e-06	6.32000339099046	4.3591641716009	1.37195096628571	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
210633_x_at	0.000666712720684911	4.67485669325722e-06	-6.31567393896636	4.35054042646627	-0.569726593178565	KRT10	keratin 10
210162_s_at	0.000666712720684911	4.6782959512243e-06	6.31532019117768	4.34983568591246	1.60411518557143	NFATC1	nuclear factor of activated T-cells 1
220937_s_at	0.000666712720684911	4.69874297021731e-06	-6.31322261136077	4.34565649720054	-0.75001993675	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
202241_at	0.00066992483913548	4.77568106581747e-06	6.30541323173444	4.33009170540054	1.881866665	TRIB1	tribbles pseudokinase 1
203945_at	0.00066992483913548	4.78152576300855e-06	6.30482528907208	4.328919532752	0.851470337178572	ARG2	arginase 2
203973_s_at	0.000671549855797277	4.82326960217104e-06	6.3006475052576	4.32058893448622	1.48834369107143	CEBPD	CCAAT/enhancer binding protein delta
32091_at	0.00067291107798535	4.86325284174895e-06	6.2966807025799	4.3126767471662	1.34359325196429	SLC25A44	solute carrier family 25 member 44
205083_at	0.000683345333905369	4.96933806583785e-06	-6.28631647726271	4.29199373618588	-1.79272690014286	AOX1	aldehyde oxidase 1
203256_at	0.000683963902045521	5.00453903278807e-06	-6.28292773504208	4.28522781080935	-2.19185282660714	CDH3	cadherin 3
214289_at	0.000693766765099223	5.10740896333764e-06	6.27316354534733	4.26572365925921	0.900992132107142	PSMB1	proteasome subunit beta 1
201659_s_at	0.000712471540647437	5.27709315468093e-06	-6.25749180447668	4.23439092700186	-0.790761849892859	ARL1	ADP ribosylation factor like GTPase 1
208249_s_at	0.00071346230456831	5.33161350443417e-06	-6.25256637337254	4.22453629337071	-0.795222960999999	TGDS	TDP-glucose 4,6-dehydratase
217725_x_at	0.00071346230456831	5.34848520280594e-06	-6.25105266879724	4.22150703901099	-0.541947398749999	SERBP1	SERPINE1 mRNA binding protein 1
221760_at	0.000716000125653123	5.39965081068926e-06	-6.24649205325564	4.21237829943739	-0.967161638892863	MAN1A1	mannosidase alpha class 1A member 1
222180_at	0.000719201836233222	5.51556391521991e-06	6.23632270678957	4.192012333641	1.63133774932143		
213457_at	0.000719201836233222	5.54256913667245e-06	6.2339850825951	4.18732876258767	1.53634916632143	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
217907_at	0.000719201836233222	5.56137227490435e-06	-6.23236436188166	4.18408110063826	-0.797372276107142	MRPL18	mitochondrial ribosomal protein L18
213129_s_at	0.000719201836233222	5.60305335742742e-06	-6.22879172150663	4.17692080598522	-0.69927776735714	LOC101060817///GCSH	glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H
217258_x_at	0.000719201836233222	5.61231125958764e-06	-6.22800190671291	4.17533761557884	-2.61582988221428	IGLV1-44	immunoglobulin lambda variable 1-44
214484_s_at	0.000719201836233222	5.64616481716973e-06	-6.22512515308152	4.16957039922026	-0.777912005464287	SIGMAR1	sigma non-opioid intracellular receptor 1
219286_s_at	0.000719201836233222	5.67286509837754e-06	6.22286875840293	4.16504604532134	0.570593423785711	RBM15	RNA binding motif protein 15
208987_s_at	0.000719201836233222	5.68207223490807e-06	6.22209321373577	4.16349081639651	0.83817411357143	KDM2A	lysine demethylase 2A
203692_s_at	0.000727585971517543	5.78285225238267e-06	6.21368782187153	4.14662976420213	0.97889299457143	E2F3	E2F transcription factor 3
200599_s_at	0.000727585971517543	5.90057411806168e-06	-6.20405833459703	4.12730105274709	-0.580333126785719	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
218458_at	0.000727585971517543	5.9169205159331e-06	-6.20273688160401	4.12464756560585	-1.00237434135714	GMCL1	germ cell-less, spermatogenesis associated 1
204067_at	0.000727585971517543	5.92368555951499e-06	-6.20219109044725	4.12355154185997	-0.759901459821428	SUOX	sulfite oxidase
216829_at	0.000727585971517543	5.92372631759614e-06	-6.20218780410591	4.12354494230835	-2.20411517535714	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
204530_s_at	0.000727585971517543	5.98018736106036e-06	6.1976575337552	4.1144459287211	0.946276861392857	TOX	thymocyte selection associated high mobility group box
218213_s_at	0.000727585971517543	6.03715151292979e-06	-6.19313129842346	4.10535215946795	-0.647722394285719	TMEM258	transmembrane protein 258
203870_at	0.000727585971517543	6.04031275553415e-06	-6.19288140274019	4.10485000475697	-0.909643151464287	USP46	ubiquitin specific peptidase 46
215447_at	0.000727585971517543	6.04225904433924e-06	6.19272761589564	4.10454097232792	1.42122637946428		
204955_at	0.000727729481782317	6.07611813132428e-06	-6.19006035510223	4.0991806260572	-1.18906412539286	SRPX	sushi repeat containing protein, X-linked
212314_at	0.000736800549826989	6.18493077244005e-06	-6.18159104685579	4.08215343880436	-1.25584745364286	SEL1L3	SEL1L family member 3
205927_s_at	0.000737476612189625	6.22371069226779e-06	-6.17860967549028	4.07615714119131	-1.57867580214286	CTSE	cathepsin E
