Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
38	FILIP1	27145	0.6492	0.0000	filamin A interacting protein 1
39	C10ORF108	414235	0.6491	0.0005	chromosome 10 open reading frame 108
40	NPC1L1	29881	0.6485	0.0003	NPC1 (Niemann-Pick disease, type C1, gene)-like 1
41	UNC13C	440279	0.6477	0.0000	unc-13 homolog C (C. elegans)
42	SOX6	55553	0.6462	0.0001	SRY (sex determining region Y)-box 6
43	MYOCD	93649	0.6433	0.0001	myocardin
44	BMP5	653	0.6431	0.0001	bone morphogenetic protein 5
45	L1CAM	3897	0.6431	0.0007	L1 cell adhesion molecule
46	SORBS1	10580	0.6431	0.0014	sorbin and SH3 domain containing 1
47	LRRC70	100130733	0.6423	0.0002	leucine rich repeat containing 70
48	APOBEC4	403314	0.6418	0.0020	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)
49	NUDT11	55190	0.6408	0.0011	nudix (nucleoside diphosphate linked moiety X)-type motif 11
50	WT1-AS	51352	0.6392	0.0004	WT1 antisense RNA (non-protein coding)
51	FMN2	56776	0.6377	0.0003	formin 2
52	C14ORF64	388011	0.6345	1.0000	chromosome 14 open reading frame 64
53	ASXL3	80816	0.6285	0.0018	additional sex combs like 3 (Drosophila)
54	OFCC1	266553	0.6285	0.0003	orofacial cleft 1 candidate 1
55	FAM59A	64762	0.6277	0.0002	family with sequence similarity 59, member A
56	LOC344595	344595	0.6277	0.0002	uncharacterized LOC344595
57	TCTE3	6991	0.6262	0.0007	t-complex-associated-testis-expressed 3
58	TMEM207	131920	0.6255	0.0009	transmembrane protein 207
59	HEATR8	374977	0.6250	0.0002	HEAT repeat containing 8
60	SFTA2	389376	0.6246	0.0000	surfactant associated 2
61	DNAJC18	202052	0.6238	0.0006	DnaJ (Hsp40) homolog, subfamily C, member 18
62	MYCNOS	10408	0.6238	0.0001	MYCN opposite strand/antisense RNA (non-protein coding)
63	ZNF385D	79750	0.6223	0.0002	zinc finger protein 385D
64	PARD3	56288	0.6223	0.0005	par-3 partitioning defective 3 homolog (C. elegans)
65	DCHS2	54798	0.6223	0.0011	dachsous 2 (Drosophila)
66	OSTCP1	202459	0.6217	0.0000	oligosaccharyltransferase complex subunit pseudogene 1
67	SPAG6	9576	0.6208	0.0001	sperm associated antigen 6
68	GNG4	2786	0.6200	0.0017	guanine nucleotide binding protein (G protein), gamma 4
69	SLC44A5	204962	0.6200	0.0000	solute carrier family 44, member 5
70	LOC100287598	100287598	0.6200	1.0000	uncharacterized LOC100287598
71	NSAP11	100131275	0.6200	1.0000	nervous system abundant protein 11
72	EBF3	253738	0.6185	0.0001	early B-cell factor 3
73	ERG	2078	0.6185	0.0011	v-ets erythroblastosis virus E26 oncogene homolog (avian)
74	CTNNAL1	8727	0.6177	0.0014	catenin (cadherin-associated protein), alpha-like 1
75	RPS6KA6	27330	0.6169	0.0002	ribosomal protein S6 kinase, 90kDa, polypeptide 6
76	DTNA	1837	0.6169	0.0046	dystrobrevin, alpha
77	ACTN2	88	0.6162	0.0026	actinin, alpha 2
78	PITPNM2	57605	0.6162	0.0003	phosphatidylinositol transfer protein, membrane-associated 2
79	RAB3B	5865	0.6146	0.0001	RAB3B, member RAS oncogene family
80	KLHL1	57626	0.6146	0.0001	kelch-like 1 (Drosophila)
81	SOGA3	387104	0.6133	0.0002	SOGA family member 3
82	KDELR3	11015	0.6131	0.0055	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
83	ASB10	136371	0.6123	0.0151	ankyrin repeat and SOCS box containing 10
84	CUBN	8029	0.6115	0.0000	cubilin (intrinsic factor-cobalamin receptor)
85	GRIA3	2892	0.6115	0.0023	glutamate receptor, ionotropic, AMPA 3
86	SAMD5	389432	0.6100	0.0002	sterile alpha motif domain containing 5
87	MRAP	56246	0.6085	0.0011	melanocortin 2 receptor accessory protein
88	C4ORF26	152816	0.6085	0.0001	chromosome 4 open reading frame 26
89	LOC100132354	100132354	0.6082	0.0374	uncharacterized LOC100132354
90	MAP3K9	4293	0.6069	0.0034	mitogen-activated protein kinase kinase kinase 9
91	TRH	7200	0.6062	0.0000	thyrotropin-releasing hormone
92	FAM133A	286499	0.6062	0.0000	family with sequence similarity 133, member A
93	TKTL2	84076	0.6054	0.0000	transketolase-like 2
94	GPR135	64582	0.6054	0.0213	G protein-coupled receptor 135
95	CABP4	57010	0.6038	0.0299	calcium binding protein 4
96	ADCY2	108	0.6031	0.0083	adenylate cyclase 2 (brain)
97	SPTA1	6708	0.6023	0.0003	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)
98	NRK	203447	0.6009	0.0002	Nik related kinase
99	KCNAB3	9196	0.6000	0.0007	potassium voltage-gated channel, shaker-related subfamily, beta member 3
100	NPHP1	4867	0.6000	0.0003	nephronophthisis 1 (juvenile)
101	NOVA1	4857	0.6000	0.0032	neuro-oncological ventral antigen 1
102	FAM205B	389715	0.6000	0.0145	transmembrane protein C9orf144B pseudogene
103	RIMKLA	284716	0.6000	0.0043	ribosomal modification protein rimK-like family member A
104	RFX3	5991	0.5992	0.0024	regulatory factor X, 3 (influences HLA class II expression)
105	FRG2C	100288801	0.5986	1.0000	FSHD region gene 2 family, member C
106	ACY3	91703	0.5977	0.0004	aspartoacylase (aminocyclase) 3
107	ORC1	4998	0.5977	0.0130	origin recognition complex, subunit 1
108	WDR86	349136	0.5973	0.0018	WD repeat domain 86
109	ENDOU	8909	0.5969	0.0000	endonuclease, polyU-specific
110	GABRA5	2558	0.5969	0.0015	gamma-aminobutyric acid (GABA) A receptor, alpha 5
111	GJC1	10052	0.5969	0.0044	gap junction protein, gamma 1, 45kDa
112	IQCF3	401067	0.5962	0.0007	IQ motif containing F3
113	ZIM2	23619	0.5962	0.0081	zinc finger, imprinted 2
114	DAND5	199699	0.5962	0.0002	DAN domain family, member 5
115	TCF21	6943	0.5954	0.0005	transcription factor 21
116	C1S	716	0.5923	0.0136	complement component 1, s subcomponent
117	CATSPERG	57828	0.5923	0.0026	catsper channel auxiliary subunit gamma
118	MACC1	346389	0.5923	0.0003	metastasis associated in colon cancer 1
119	SELK	58515	0.5915	0.0029	selenoprotein K
120	KCNB1	3745	0.5915	0.0010	potassium voltage-gated channel, Shab-related subfamily, member 1
121	THSD7A	221981	0.5915	0.0009	thrombospondin, type I, domain containing 7A
122	PDCD1LG2	80380	0.5908	0.0042	programmed cell death 1 ligand 2
123	SP7	121340	0.5908	0.0001	Sp7 transcription factor
124	UNC5C	8633	0.5900	0.0010	unc-5 homolog C (C. elegans)
125	PCDHGA1	56114	0.5900	0.0012	protocadherin gamma subfamily A, 1
126	IMPG2	50939	0.5892	0.0001	interphotoreceptor matrix proteoglycan 2
127	MOBP	4336	0.5892	0.0180	myelin-associated oligodendrocyte basic protein
128	LOC441009	441009	0.5886	1.0000	uncharacterized LOC441009
129	GFI1	2672	0.5885	0.0011	growth factor independent 1 transcription repressor
130	RIMS2	9699	0.5877	0.0010	regulating synaptic membrane exocytosis 2
131	ESRRB	2103	0.5877	0.0001	estrogen-related receptor beta
132	TMC7	79905	0.5862	0.0006	transmembrane channel-like 7
133	LOC729506	729506	0.5857	1.0000	uncharacterized LOC729506
134	HBE1	3046	0.5854	0.0002	hemoglobin, epsilon 1
135	TTC25	83538	0.5846	0.0013	tetratricopeptide repeat domain 25
136	TRPM3	80036	0.5846	0.0063	transient receptor potential cation channel, subfamily M, member 3
137	DMRTB1	63948	0.5846	0.0032	DMRT-like family B with proline-rich C-terminal, 1
138	KCNJ3	3760	0.5846	0.0021	potassium inwardly-rectifying channel, subfamily J, member 3
139	MYH10	4628	0.5838	0.0057	myosin, heavy chain 10, non-muscle
140	HCRT	3060	0.5838	0.0028	hypocretin (orexin) neuropeptide precursor
141	ODF1	4956	0.5831	0.0094	outer dense fiber of sperm tails 1
142	LOC149086	149086	0.5827	1.0000	ornithine decarboxylase 1 pseudogene
143	HS3ST5	222537	0.5823	0.0004	heparan sulfate (glucosamine) 3-O-sulfotransferase 5
144	DLGAP2	9228	0.5815	0.0325	discs, large (Drosophila) homolog-associated protein 2
145	LOC647946	647946	0.5815	0.0000	uncharacterized LOC647946
146	C21ORF88	114041	0.5815	0.0056	chromosome 21 open reading frame 88
147	INSL5	10022	0.5815	0.0004	insulin-like 5
148	LOC645321	645321	0.5813	1.0000	uncharacterized LOC645321
149	SOX11	6664	0.5808	0.0020	SRY (sex determining region Y)-box 11
150	GSDMC	56169	0.5808	0.0003	gasdermin C
151	WDR88	126248	0.5808	0.0000	WD repeat domain 88
152	SLC24A2	25769	0.5800	0.0096	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
153	LOC344887	344887	0.5789	1.0000	NmrA-like family domain containing 1 pseudogene
154	PROSAPIP1	9762	0.5785	0.0053	ProSAPiP1 protein
155	KRT71	112802	0.5785	0.0015	keratin 71
156	CRYM	1428	0.5769	0.0010	crystallin, mu
157	LOC100128292	100128292	0.5764	0.0555	uncharacterized LOC100128292
158	BMP2	650	0.5762	0.0012	bone morphogenetic protein 2
159	CELF5	60680	0.5762	0.0022	CUGBP, Elav-like family member 5
160	PCDH7	5099	0.5762	0.0018	protocadherin 7
161	TRIM10	10107	0.5762	0.0738	tripartite motif containing 10
162	LOC154872	154872	0.5755	0.0017	uncharacterized protein LOC154872
163	LOC116437	116437	0.5755	1.0000	uncharacterized LOC116437
164	TLL2	7093	0.5754	0.0019	tolloid-like 2
165	ADAM32	203102	0.5754	0.0002	ADAM metallopeptidase domain 32
166	ONECUT2	9480	0.5746	0.0036	one cut homeobox 2
167	CDK15	65061	0.5746	0.0020	cyclin-dependent kinase 15
168	NFIB	4781	0.5746	0.0045	nuclear factor I/B
169	PRTG	283659	0.5746	0.0011	protogenin
170	MGC27382	149047	0.5746	0.0000	uncharacterized MGC27382
171	PXDN	7837	0.5731	0.0070	peroxidasin homolog (Drosophila)
172	AQP4	361	0.5731	0.0016	aquaporin 4
173	F9	2158	0.5731	0.0006	coagulation factor IX
174	PCDHB3	56132	0.5727	0.0001	protocadherin beta 3
175	KRT20	54474	0.5723	0.0003	keratin 20
176	SLC6A4	6532	0.5715	0.0039	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
177	C4ORF47	441054	0.5715	0.0010	chromosome 4 open reading frame 47
178	COBLL1	22837	0.5715	0.0012	COBL-like 1
179	SCEL	8796	0.5708	0.0012	sciellin
180	PCDH17	27253	0.5708	0.0050	protocadherin 17
181	KRTAP9-9	81870	0.5700	0.0022	keratin associated protein 9-9
182	CLSPN	63967	0.5700	0.0111	claspin
183	INHBA-AS1	285954	0.5700	1.0000	INHBA antisense RNA 1 (non-protein coding)
184	LINC00323	284835	0.5700	1.0000	long intergenic non-protein coding RNA 323
185	C1ORF21	81563	0.5692	0.0016	chromosome 1 open reading frame 21
186	SLC23A1	9963	0.5685	0.0006	solute carrier family 23 (nucleobase transporters), member 1
187	XIRP1	165904	0.5677	0.0028	xin actin-binding repeat containing 1
188	NRG2	9542	0.5669	0.0018	neuregulin 2
189	SYNPO2L	79933	0.5669	0.0007	synaptopodin 2-like
190	ARHGAP28	79822	0.5669	0.0033	Rho GTPase activating protein 28
191	C17ORF47	284083	0.5669	0.0016	chromosome 17 open reading frame 47
192	TMEM98	26022	0.5669	0.0024	transmembrane protein 98
193	RERG	85004	0.5662	0.0013	RAS-like, estrogen-regulated, growth inhibitor
194	ABCB5	340273	0.5662	0.0015	ATP-binding cassette, sub-family B (MDR/TAP), member 5
195	DNAH14	127602	0.5662	0.0006	dynein, axonemal, heavy chain 14
196	LSAMP-AS3	285194	0.5655	1.0000	LSAMP antisense RNA 3 (non-protein coding)
197	CXCL14	9547	0.5646	0.0005	chemokine (C-X-C motif) ligand 14
198	MAPK8	5599	0.5646	0.0141	mitogen-activated protein kinase 8
199	RUNDC3A	10900	0.5646	0.0191	RUN domain containing 3A
200	CXXC1P1	392459	0.5643	1.0000	CXXC finger protein 1 pseudogene 1
201	PDE5A	8654	0.5638	0.0107	phosphodiesterase 5A, cGMP-specific
202	MET	4233	0.5631	0.0070	met proto-oncogene (hepatocyte growth factor receptor)
203	NR4A3	8013	0.5623	0.0121	nuclear receptor subfamily 4, group A, member 3
204	HTA	283902	0.5618	1.0000	uncharacterized LOC283902
205	ISX	91464	0.5615	0.0003	intestine-specific homeobox
206	PHOX2B	8929	0.5615	0.0021	paired-like homeobox 2b
207	RHEBL1	121268	0.5615	0.0012	Ras homolog enriched in brain like 1
208	LMO7	4008	0.5608	0.0017	LIM domain 7
209	ADH4	127	0.5608	0.0002	alcohol dehydrogenase 4 (class II), pi polypeptide
210	LINC00486	285045	0.5600	1.0000	long intergenic non-protein coding RNA 486
211	C10ORF10	11067	0.5600	0.0101	chromosome 10 open reading frame 10
212	LINC00474	58483	0.5592	0.0008	long intergenic non-protein coding RNA 474
213	MTNR1A	4543	0.5592	0.0002	melatonin receptor 1A
214	C19ORF77	284422	0.5592	0.0001	chromosome 19 open reading frame 77
215	C4ORF45	152940	0.5592	0.0000	chromosome 4 open reading frame 45
216	COL16A1	1307	0.5592	0.0120	collagen, type XVI, alpha 1
217	C10ORF55	414236	0.5591	0.0001	chromosome 10 open reading frame 55
218	LOC100132987	100132987	0.5586	1.0000	uncharacterized LOC100132987
219	GRM1	2911	0.5585	0.0450	glutamate receptor, metabotropic 1
220	GABRG2	2566	0.5585	0.0098	gamma-aminobutyric acid (GABA) A receptor, gamma 2
221	PDE11A	50940	0.5577	0.0044	phosphodiesterase 11A
222	RGS4	5999	0.5569	0.0149	regulator of G-protein signaling 4
223	TSPEAR	54084	0.5569	0.0039	thrombospondin-type laminin G domain and EAR repeats
224	KCTD19	146212	0.5569	0.0009	potassium channel tetramerisation domain containing 19
225	NCAM2	4685	0.5567	0.0006	neural cell adhesion molecule 2
226	PWRN1	791114	0.5564	1.0000	Prader-Willi region non-protein coding RNA 1
227	EFCAB5	374786	0.5564	0.0125	EF-hand calcium binding domain 5
228	XKR4	114786	0.5562	0.0004	XK, Kell blood group complex subunit-related family, member 4
229	LOC100130894	100130894	0.5557	1.0000	uncharacterized LOC100130894
230	FLJ35424	285492	0.5556	1.0000	uncharacterized FLJ35424
231	C9ORF100	84904	0.5554	0.0147	chromosome 9 open reading frame 100
232	VIP	7432	0.5554	0.0006	vasoactive intestinal peptide
233	ARHGEF15	22899	0.5554	0.0371	Rho guanine nucleotide exchange factor (GEF) 15
234	RSPH1	89765	0.5546	0.0020	radial spoke head 1 homolog (Chlamydomonas)
235	POFUT2	23275	0.5546	0.0137	protein O-fucosyltransferase 2
236	LOC100128164	100128164	0.5546	0.0009	four and a half LIM domains 1 pseudogene
237	INTS4L1	285905	0.5544	1.0000	integrator complex subunit 4-like 1
238	MAGEC2	51438	0.5538	0.0003	melanoma antigen family C, 2
239	CDH6	1004	0.5538	0.0040	cadherin 6, type 2, K-cadherin (fetal kidney)
240	SMAD5-AS1	9597	0.5531	0.0014	SMAD5 antisense RNA 1 (non-protein coding)
241	KCNE4	23704	0.5531	0.0028	potassium voltage-gated channel, Isk-related family, member 4
242	GPC5	2262	0.5531	0.0000	glypican 5
243	LOC654780	654780	0.5525	1.0000	SFPQ
244	C1ORF105	92346	0.5523	0.0220	chromosome 1 open reading frame 105
245	C19ORF26	255057	0.5523	0.0563	chromosome 19 open reading frame 26
246	AADAT	51166	0.5515	0.0007	aminoadipate aminotransferase
247	LOC285401	285401	0.5509	1.0000	uncharacterized LOC285401
248	LOC732275	732275	0.5508	0.0000	uncharacterized LOC732275
249	CENPN	55839	0.5508	0.0408	centromere protein N
250	NT5C1A	84618	0.5492	0.0031	5-nucleotidase, cytosolic IA
251	MTHFD1L	25902	0.5492	0.0065	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
252	NAV3	89795	0.5485	0.0088	neuron navigator 3
253	RGS16	6004	0.5485	0.0022	regulator of G-protein signaling 16
254	NPSR1-AS1	404744	0.5482	0.0236	NPSR1 antisense RNA 1 (non-protein coding)
255	FAM181A-AS1	283592	0.5482	1.0000	FAM181A antisense RNA 1 (non-protein coding)
256	LOC100287576	100287576	0.5473	1.0000	uncharacterized LOC100287576
257	KIAA0087	9808	0.5469	0.0009	KIAA0087
258	GCM1	8521	0.5469	0.0016	glial cells missing homolog 1 (Drosophila)
259	MORC1	27136	0.5469	0.0003	MORC family CW-type zinc finger 1
260	FOXC2	2303	0.5469	0.0337	forkhead box C2 (MFH-1, mesenchyme forkhead 1)
261	CXADR	1525	0.5469	0.0038	coxsackie virus and adenovirus receptor
262	MYCT1	80177	0.5462	0.0070	myc target 1
263	OR3A1	4994	0.5462	0.0001	olfactory receptor, family 3, subfamily A, member 1
264	LOC284276	284276	0.5455	1.0000	uncharacterized LOC284276
265	TNMD	64102	0.5454	0.0010	tenomodulin
266	ANGPT4	51378	0.5454	0.0349	angiopoietin 4
267	EMP2	2013	0.5454	0.0020	epithelial membrane protein 2
268	IDO2	169355	0.5454	0.0002	indoleamine 2,3-dioxygenase 2
269	TACR1	6869	0.5446	0.0628	tachykinin receptor 1
270	KLHL4	56062	0.5446	0.0027	kelch-like 4 (Drosophila)
271	DMD	1756	0.5446	0.0025	dystrophin
272	DLX2	1746	0.5446	0.0032	distal-less homeobox 2
273	CCL18	6362	0.5438	0.0050	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
274	RIBC1	158787	0.5438	0.0059	RIB43A domain with coiled-coils 1
275	HOXB-AS3	404266	0.5433	1.0000	HOXB cluster antisense RNA 3 (non-protein coding)
276	PCYT1B	9468	0.5431	0.0112	phosphate cytidylyltransferase 1, choline, beta
277	TRIM15	89870	0.5431	0.0573	tripartite motif containing 15
278	C7ORF63	79846	0.5431	0.0062	chromosome 7 open reading frame 63
279	CTXN3	613212	0.5431	0.0007	cortexin 3
280	FAM81B	153643	0.5431	0.0010	family with sequence similarity 81, member B
281	LOC283547	283547	0.5429	1.0000	uncharacterized LOC283547
282	LOC100131825	100131825	0.5429	1.0000	uncharacterized LOC100131825
283	HMGA2	8091	0.5423	0.0038	high mobility group AT-hook 2
284	ASB4	51666	0.5423	0.0468	ankyrin repeat and SOCS box containing 4
285	TFDP2	7029	0.5415	0.0028	transcription factor Dp-2 (E2F dimerization partner 2)
286	PCDH10	57575	0.5415	0.0012	protocadherin 10
287	CABP5	56344	0.5415	0.0275	calcium binding protein 5
288	HMGB3P1	128872	0.5415	0.0019	high mobility group box 3 pseudogene 1
289	OPN5	221391	0.5408	0.0398	opsin 5
290	TNIP3	79931	0.5408	0.0008	TNFAIP3 interacting protein 3
291	LRCH2	57631	0.5408	0.0049	leucine-rich repeats and calponin homology (CH) domain containing 2
292	FERMT2	10979	0.5408	0.0242	fermitin family member 2
293	GRM2	2912	0.5400	0.0294	glutamate receptor, metabotropic 2
294	GPR75	10936	0.5400	0.0026	G protein-coupled receptor 75
295	DZANK1	55184	0.5392	0.0055	double zinc ribbon and ankyrin repeat domains 1
296	SEC61A2	55176	0.5392	0.0035	Sec61 alpha 2 subunit (S. cerevisiae)
297	MYOZ2	51778	0.5392	0.0067	myozenin 2
298	DYNC2H1	79659	0.5385	0.0108	dynein, cytoplasmic 2, heavy chain 1
299	SOD3	6649	0.5385	0.0349	superoxide dismutase 3, extracellular
300	RGS22	26166	0.5385	0.0018	regulator of G-protein signaling 22
301	PSORS1C1	170679	0.5385	0.0006	psoriasis susceptibility 1 candidate 1
302	ANKRD33B	651746	0.5378	1.0000	ankyrin repeat domain 33B
303	C10ORF99	387695	0.5373	0.0182	chromosome 10 open reading frame 99
304	SCRT1	83482	0.5369	0.0060	scratch homolog 1, zinc finger protein (Drosophila)
305	FERMT1	55612	0.5369	0.0041	fermitin family member 1
306	EPHA6	285220	0.5369	0.0003	EPH receptor A6
307	UCP1	7350	0.5362	0.0004	uncoupling protein 1 (mitochondrial, proton carrier)
308	ROBO2	6092	0.5362	0.0018	roundabout, axon guidance receptor, homolog 2 (Drosophila)
309	PDE4C	5143	0.5362	0.0901	phosphodiesterase 4C, cAMP-specific
310	LRP6	4040	0.5362	0.0150	low density lipoprotein receptor-related protein 6
311	AGTR1	185	0.5362	0.0078	angiotensin II receptor, type 1
312	CACNG2	10369	0.5362	0.0353	calcium channel, voltage-dependent, gamma subunit 2
313	CDH18	1016	0.5362	0.0052	cadherin 18, type 2
314	DYNLRB2	83657	0.5354	0.0034	dynein, light chain, roadblock-type 2
315	MIR7-3HG	284424	0.5354	0.0043	MIR7-3 host gene (non-protein coding)
316	GPR12	2835	0.5354	0.0443	G protein-coupled receptor 12
317	HAPLN1	1404	0.5354	0.0009	hyaluronan and proteoglycan link protein 1
318	COL5A2	1290	0.5354	0.0224	collagen, type V, alpha 2
319	SLC8A3	6547	0.5346	0.0190	solute carrier family 8 (sodium/calcium exchanger), member 3
320	MATN1	4146	0.5346	0.0701	matrilin 1, cartilage matrix protein
321	IGFBP5	3488	0.5346	0.0216	insulin-like growth factor binding protein 5
322	RSPH4A	345895	0.5346	0.0012	radial spoke head 4 homolog A (Chlamydomonas)
323	ANK2	287	0.5346	0.0082	ankyrin 2, neuronal
324	CYLC1	1538	0.5346	0.0017	cylicin, basic protein of sperm head cytoskeleton 1
325	MUC12	10071	0.5346	0.0001	mucin 12, cell surface associated
326	CLRN1	7401	0.5338	0.0187	clarin 1
327	MGAT5	4249	0.5338	0.0072	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
328	KRT73	319101	0.5338	0.0025	keratin 73
329	SEC14L4	284904	0.5338	0.0002	SEC14-like 4 (S. cerevisiae)
330	FAM155B	27112	0.5338	0.0079	family with sequence similarity 155, member B
331	CEACAM7	1087	0.5338	0.0140	carcinoembryonic antigen-related cell adhesion molecule 7
332	LINC00337	148645	0.5337	1.0000	long intergenic non-protein coding RNA 337
333	HYMAI	57061	0.5336	0.0070	hydatidiform mole associated and imprinted (non-protein coding)
334	PREX2	80243	0.5331	0.0023	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
335	IL12A	3592	0.5331	0.0001	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)
336	NLRP10	338322	0.5331	0.0001	NLR family, pyrin domain containing 10
337	PURG	29942	0.5331	0.0111	purine-rich element binding protein G
338	GRID2	2895	0.5331	0.0021	glutamate receptor, ionotropic, delta 2
339	FAM123A	219287	0.5331	0.0048	family with sequence similarity 123A
340	TPT1-AS1	100190939	0.5331	0.0044	TPT1 antisense RNA 1 (non-protein coding)
341	CCDC33	80125	0.5327	0.0808	coiled-coil domain containing 33
342	KIR2DL4	3805	0.5323	0.0349	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4
343	PLAC2	257000	0.5323	0.0097	placenta-specific 2 (non-protein coding)
344	SNORA71B	26776	0.5317	0.0216	small nucleolar RNA, H/ACA box 71B
345	PARD6G	84552	0.5315	0.0033	par-6 partitioning defective 6 homolog gamma (C. elegans)
346	ACHE	43	0.5315	0.0140	acetylcholinesterase
347	EFNB2	1948	0.5315	0.0033	ephrin-B2
348	BTBD9	114781	0.5315	0.0086	BTB (POZ) domain containing 9
349	GFI1B	8328	0.5308	0.0042	growth factor independent 1B transcription repressor
350	NPFFR2	10886	0.5308	0.0002	neuropeptide FF receptor 2
351	TYRO3	7301	0.5300	0.0122	TYRO3 protein tyrosine kinase
352	MPL	4352	0.5300	0.0417	myeloproliferative leukemia virus oncogene
353	CNTN1	1272	0.5300	0.0060	contactin 1
354	LINC00271	100131814	0.5300	1.0000	long intergenic non-protein coding RNA 271
355	LOC729970	729970	0.5292	0.0011	hCG2028352-like
356	LOX	4015	0.5292	0.0181	lysyl oxidase
357	ANO3	63982	0.5285	0.0003	anoctamin 3
358	KIAA1199	57214	0.5285	0.0045	KIAA1199
359	OPRM1	4988	0.5285	0.0765	opioid receptor, mu 1
360	OSBP2	23762	0.5285	0.0317	oxysterol binding protein 2
361	SLC9B1	150159	0.5285	0.0000	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1
362	LOC285847	285847	0.5282	1.0000	uncharacterized LOC285847
363	SLC14A2	8170	0.5277	0.0395	solute carrier family 14 (urea transporter), member 2
364	C3ORF52	79669	0.5277	0.0041	chromosome 3 open reading frame 52
365	SSTR2	6752	0.5277	0.0090	somatostatin receptor 2
366	MYBPC2	4606	0.5277	0.0007	myosin binding protein C, fast type
367	IQGAP3	128239	0.5277	0.0124	IQ motif containing GTPase activating protein 3
368	LOC340074	340074	0.5273	1.0000	uncharacterized LOC340074
369	MMP28	79148	0.5269	0.0218	matrix metallopeptidase 28
370	JAKMIP3	282973	0.5267	0.0022	Janus kinase and microtubule interacting protein 3
